Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.669696, 3.41443, 1
3, 0.432128, 3.41443, 1
4, 0.43408, 3.20064, 1
5, 0.431808, 3.17645, 1
6, 0.432128, 3.39962, 1
7, 0.430464, 3.38538, 1
8, 0.428928, 3.38522, 1
9, 0.430112, 3.38125, 1
10, 0.429568, 3.17645, 1
11, 0.427712, 3.1744, 1
12, 0.428928, 3.16826, 1
13, 0.432128, 3.17645, 1
14, 0.430016, 3.17626, 1
15, 0.431648, 3.16982, 1
16, 0.431296, 3.1703, 1
17, 0.431776, 3.17235, 1
18, 0.432064, 3.16813, 1
19, 0.43008, 3.17574, 1
20, 0.433728, 3.16992, 1
21, 0.43008, 3.1704, 1
22, 0.43008, 3.16826, 1
23, 0.432128, 3.17443, 1
24, 0.431136, 3.17053, 1
25, 0.43136, 3.16784, 1
26, 0.431136, 3.16435, 1
27, 0.433696, 3.16176, 1
28, 0.432128, 3.16134, 1
29, 0.43008, 3.1672, 1
30, 0.432128, 3.1617, 1
31, 0.428416, 3.15942, 1
32, 0.428096, 3.17338, 1
33, 0.432128, 3.1663, 1
34, 0.431584, 3.16883, 1
35, 0.428032, 3.16397, 1
36, 0.43008, 3.164, 1
37, 0.427904, 3.16419, 1
38, 0.425728, 3.16621, 1
39, 0.431392, 3.16416, 1
40, 0.425984, 3.15802, 1
41, 0.427904, 3.16941, 1
42, 0.428032, 3.16826, 1
43, 0.426432, 3.16938, 1
44, 0.426432, 3.16467, 1
45, 0.426688, 3.1785, 1
46, 0.431232, 3.17091, 1
47, 0.427968, 3.1633, 1
48, 0.443232, 3.17235, 1
49, 0.434176, 3.15709, 1
50, 0.4368, 3.16006, 1
51, 0.435904, 3.15085, 1
52, 0.44, 3.16435, 1
53, 0.436416, 3.15555, 1
54, 0.434176, 3.15597, 1
55, 0.44032, 3.15155, 1
56, 0.438272, 3.15731, 1
57, 0.44032, 3.15597, 1
58, 0.443552, 3.15542, 1
59, 0.440864, 3.15043, 1
60, 0.444416, 3.16006, 1
61, 0.43008, 3.16054, 1
62, 0.437504, 3.28589, 1
63, 0.442368, 3.1607, 1
64, 0.433184, 3.16093, 1
65, 0.4448, 3.16416, 1
66, 0.437568, 3.16346, 1
67, 0.443648, 3.15446, 1
68, 0.4448, 3.15597, 1
69, 0.438016, 3.1601, 1
70, 0.438144, 3.15514, 1
71, 0.446464, 3.15734, 1
72, 0.44336, 3.15219, 1
73, 0.443296, 3.14982, 1
74, 0.442464, 3.15907, 1
75, 0.42928, 3.15459, 1
76, 0.443744, 3.1552, 1
77, 0.446464, 3.15914, 1
78, 0.444576, 3.15597, 1
79, 0.440576, 3.16214, 1
80, 0.442368, 3.16163, 1
81, 0.440352, 3.15187, 1
82, 0.440128, 3.16685, 1
83, 0.44624, 3.15818, 1
84, 0.443008, 3.15187, 1
85, 0.443872, 3.15485, 1
86, 0.441376, 3.15766, 1
87, 0.444576, 3.15558, 1
88, 0.443008, 3.15744, 1
89, 0.440832, 3.16211, 1
90, 0.446464, 3.16362, 1
