Frame Nr., Compute, Primary Ray Trace, Room_With_Door_(5292_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 0.665984, 0, 1
3, 0.43008, 3.18464, 1
4, 0.438272, 3.29341, 1
5, 0.43648, 3.4903, 1
6, 0.432128, 3.39632, 1
7, 0.431648, 3.19082, 1
8, 0.430208, 3.17645, 1
9, 0.43152, 3.17309, 1
10, 0.433312, 3.17082, 1
11, 0.43408, 3.17014, 1
12, 0.432128, 3.17574, 1
13, 0.433664, 3.1687, 1
14, 0.429632, 3.18083, 1
15, 0.432128, 3.1801, 1
16, 0.430208, 3.18387, 1
17, 0.434176, 3.17443, 1
18, 0.428992, 3.18422, 1
19, 0.436672, 3.17965, 1
20, 0.431424, 3.17616, 1
21, 0.433664, 3.17555, 1
22, 0.431328, 3.17027, 1
23, 0.43424, 3.16826, 1
24, 0.430912, 3.24198, 1
25, 0.433952, 3.17734, 1
26, 0.428416, 3.1703, 1
27, 0.431328, 3.1623, 1
28, 0.43008, 3.16874, 1
29, 0.434784, 3.16333, 1
30, 0.43136, 3.1607, 1
31, 0.433664, 3.16214, 1
32, 0.427264, 3.16662, 1
33, 0.428448, 3.16861, 1
34, 0.429792, 3.1703, 1
35, 0.432736, 3.1695, 1
36, 0.43008, 3.16723, 1
37, 0.428864, 3.16483, 1
38, 0.431136, 3.16835, 1
39, 0.427744, 3.17197, 1
40, 0.430432, 3.16797, 1
41, 0.439936, 3.23814, 1
42, 0.433984, 3.16483, 1
43, 0.43808, 3.17005, 1
44, 0.434176, 3.17344, 1
45, 0.434176, 3.17357, 1
46, 0.43088, 3.16416, 1
47, 0.437824, 3.16205, 1
48, 0.434048, 3.15613, 1
49, 0.432128, 3.16899, 1
50, 0.43008, 3.1672, 1
51, 0.44032, 3.1545, 1
52, 0.440192, 3.15933, 1
53, 0.434944, 3.15898, 1
54, 0.434176, 3.16022, 1
55, 0.42912, 3.15802, 1
56, 0.444608, 3.15616, 1
57, 0.447488, 3.15302, 1
58, 0.445376, 3.15955, 1
59, 0.448448, 3.16208, 1
60, 0.43424, 3.16202, 1
61, 0.449216, 3.15187, 1
62, 0.446432, 3.16029, 1
63, 0.444416, 3.23654, 1
64, 0.43712, 3.16224, 1
65, 0.446464, 3.16618, 1
66, 0.432032, 3.27888, 1
67, 0.446016, 3.15488, 1
68, 0.443552, 3.14995, 1
69, 0.436224, 3.16416, 1
70, 0.440896, 3.15802, 1
71, 0.443744, 3.15475, 1
72, 0.44496, 3.15299, 1
73, 0.449888, 3.15968, 1
74, 0.439616, 3.16314, 1
75, 0.44192, 3.16032, 1
76, 0.442848, 3.15936, 1
77, 0.426112, 3.28182, 1
78, 0.444672, 3.14982, 1
79, 0.438272, 3.1583, 1
80, 0.441088, 3.15802, 1
81, 0.444864, 3.15594, 1
82, 0.447296, 3.15392, 1
83, 0.447136, 3.15936, 1
84, 0.438272, 3.1559, 1
85, 0.44912, 3.15149, 1
86, 0.446208, 3.15562, 1
87, 0.445952, 3.15757, 1
88, 0.446464, 3.16413, 1
89, 0.444416, 3.17645, 1
90, 0.450592, 3.18038, 1
