Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.3903, 0, 1
3, 1.62406, 1.8503, 1
4, 1.20608, 1.85139, 1
5, 1.38432, 2.06326, 1
6, 1.38211, 2.05434, 1
7, 1.56266, 1.84371, 1
8, 1.38576, 1.84115, 1
9, 1.38362, 1.84042, 1
10, 1.38074, 1.84176, 1
11, 1.38278, 1.84102, 1
12, 1.3824, 1.84115, 1
13, 1.38227, 1.84182, 1
14, 1.38506, 1.8432, 1
15, 1.38426, 1.84675, 1
16, 1.3871, 1.84301, 1
17, 1.38758, 1.84077, 1
18, 1.37814, 1.8431, 1
19, 1.38054, 1.84525, 1
20, 1.38118, 1.84934, 1
21, 1.38387, 1.8391, 1
22, 1.38211, 1.84115, 1
23, 1.38374, 1.8391, 1
24, 1.38077, 1.83715, 1
25, 1.38058, 1.84138, 1
26, 1.37862, 1.83962, 1
27, 1.37997, 1.83891, 1
28, 1.38141, 1.84102, 1
29, 1.38131, 1.83926, 1
30, 1.38586, 1.8385, 1
31, 1.38221, 1.8415, 1
32, 1.37754, 1.8391, 1
33, 1.37782, 1.83706, 1
34, 1.39059, 1.84691, 1
35, 1.37926, 1.84368, 1
36, 1.3809, 1.83562, 1
37, 1.3824, 1.83834, 1
38, 1.38342, 1.83981, 1
39, 1.37782, 1.83709, 1
40, 1.37626, 1.8391, 1
41, 1.38448, 1.83818, 1
42, 1.38499, 1.83587, 1
43, 1.37658, 1.83754, 1
44, 1.38016, 1.84266, 1
45, 1.38445, 1.8375, 1
46, 1.38074, 1.83584, 1
47, 1.38099, 1.83568, 1
48, 1.37978, 1.8345, 1
49, 1.38166, 1.83757, 1
50, 1.37622, 1.83926, 1
51, 1.3823, 1.83658, 1
52, 1.38458, 1.84096, 1
53, 1.38483, 1.84115, 1
54, 1.38032, 1.8415, 1
55, 1.38138, 1.83427, 1
56, 1.4399, 1.83706, 1
57, 1.38678, 1.84205, 1
58, 1.38006, 1.83658, 1
59, 1.38403, 1.83869, 1
60, 1.3809, 1.84502, 1
61, 1.37798, 1.83706, 1
62, 1.38086, 1.83581, 1
63, 1.3824, 1.83706, 1
64, 1.38221, 1.84566, 1
65, 1.37626, 1.83242, 1
66, 1.38003, 1.83395, 1
67, 1.3823, 1.83757, 1
68, 1.45366, 1.84198, 1
69, 1.38269, 1.83805, 1
70, 1.37904, 1.83302, 1
71, 1.3824, 1.836, 1
72, 1.39546, 1.83501, 1
73, 1.37869, 1.83446, 1
74, 1.3824, 1.83501, 1
75, 1.38445, 1.83325, 1
76, 1.38032, 1.83626, 1
77, 1.38445, 1.83165, 1
78, 1.37939, 1.83296, 1
79, 1.38467, 1.84118, 1
80, 1.37728, 1.83779, 1
81, 1.38074, 1.83651, 1
82, 1.38035, 1.8391, 1
83, 1.38054, 1.8367, 1
84, 1.37837, 1.83152, 1
85, 1.38243, 1.83501, 1
86, 1.38358, 1.83706, 1
87, 1.39651, 1.83325, 1
88, 1.37878, 1.8329, 1
89, 1.19994, 1.88621, 1
90, 1.21008, 1.88394, 1
