Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.35325, 0, 1
3, 1.61398, 1.8512, 1
4, 1.38298, 1.84282, 1
5, 1.38432, 1.69779, 1
6, 1.58285, 1.84496, 1
7, 1.38419, 1.84179, 1
8, 1.38464, 1.84099, 1
9, 1.38294, 1.84067, 1
10, 1.38669, 1.8391, 1
11, 1.38278, 1.83901, 1
12, 1.38256, 1.83802, 1
13, 1.38243, 1.83859, 1
14, 1.38346, 1.83974, 1
15, 1.3824, 1.83901, 1
16, 1.38307, 1.83501, 1
17, 1.38845, 1.83549, 1
18, 1.38246, 1.83654, 1
19, 1.38035, 1.84115, 1
20, 1.38403, 1.84256, 1
21, 1.59827, 1.83674, 1
22, 1.3824, 1.83904, 1
23, 1.3865, 1.84006, 1
24, 1.3824, 1.83894, 1
25, 1.38608, 1.84032, 1
26, 1.37994, 1.83814, 1
27, 1.3824, 1.84083, 1
28, 1.38122, 1.83706, 1
29, 1.38115, 1.83456, 1
30, 1.37853, 1.83501, 1
31, 1.38058, 1.83706, 1
32, 1.37702, 1.83712, 1
33, 1.38438, 1.83709, 1
34, 1.38282, 1.8391, 1
35, 1.38243, 1.84563, 1
36, 1.37786, 1.83888, 1
37, 1.38157, 1.83645, 1
38, 1.38176, 1.83296, 1
39, 1.38035, 1.83846, 1
40, 1.3865, 1.83414, 1
41, 1.38166, 1.83501, 1
42, 1.38221, 1.83894, 1
43, 1.3823, 1.83654, 1
44, 1.38035, 1.83792, 1
45, 1.38298, 1.8345, 1
46, 1.38262, 1.84019, 1
47, 1.38448, 1.8335, 1
48, 1.38256, 1.83498, 1
49, 1.38445, 1.84522, 1
50, 1.37834, 1.83763, 1
51, 1.38035, 1.83706, 1
52, 1.37875, 1.83238, 1
53, 1.3809, 1.83331, 1
54, 1.3825, 1.83632, 1
55, 1.37626, 1.83098, 1
56, 1.37795, 1.83078, 1
57, 1.38038, 1.82995, 1
58, 1.38266, 1.83226, 1
59, 1.38035, 1.83248, 1
60, 1.38445, 1.83648, 1
61, 1.38387, 1.83478, 1
62, 1.38854, 1.83526, 1
63, 1.38051, 1.83619, 1
64, 1.38198, 1.83856, 1
65, 1.38282, 1.83328, 1
66, 1.38115, 1.8313, 1
67, 1.37994, 1.8319, 1
68, 1.38035, 1.83638, 1
69, 1.37814, 1.83706, 1
70, 1.3783, 1.83331, 1
71, 1.59322, 1.83574, 1
72, 1.37603, 1.83907, 1
73, 1.37837, 1.83059, 1
74, 1.38474, 1.83331, 1
75, 1.38342, 1.83533, 1
76, 1.38022, 1.83296, 1
77, 1.3824, 1.83296, 1
78, 1.38262, 1.83258, 1
79, 1.3824, 1.83706, 1
80, 1.37978, 1.83702, 1
81, 1.37827, 1.83235, 1
82, 1.58925, 1.83194, 1
83, 1.3824, 1.83306, 1
84, 1.3824, 1.83194, 1
85, 1.38048, 1.83149, 1
86, 1.37846, 1.83344, 1
87, 1.38227, 1.83322, 1
88, 1.37846, 1.83363, 1
89, 1.5913, 1.8353, 1
90, 1.37968, 1.83616, 1
