Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.38992, 0, 1
3, 1.63184, 1.83789, 1
4, 1.38288, 2.06058, 1
5, 1.38733, 1.8441, 1
6, 1.3824, 1.84198, 1
7, 1.38934, 1.84115, 1
8, 1.3865, 1.83706, 1
9, 1.3824, 1.84064, 1
10, 1.388, 1.84032, 1
11, 1.38285, 1.83962, 1
12, 1.38406, 1.83901, 1
13, 1.38659, 1.83763, 1
14, 1.38621, 1.84125, 1
15, 1.3824, 1.84026, 1
16, 1.38682, 1.8391, 1
17, 1.38573, 1.8392, 1
18, 1.38445, 1.83962, 1
19, 1.38922, 1.84781, 1
20, 1.38851, 1.84458, 1
21, 1.38128, 1.83933, 1
22, 1.38419, 1.84115, 1
23, 1.38874, 1.84109, 1
24, 1.38234, 1.8432, 1
25, 1.38445, 1.84086, 1
26, 1.38138, 1.8393, 1
27, 1.38445, 1.83706, 1
28, 1.38035, 1.84314, 1
29, 1.38115, 1.83706, 1
30, 1.38035, 1.83882, 1
31, 1.3824, 1.83846, 1
32, 1.37981, 1.8383, 1
33, 1.3863, 1.83779, 1
34, 1.60154, 1.83792, 1
35, 1.38618, 1.8391, 1
36, 1.38755, 1.84525, 1
37, 1.3831, 1.83709, 1
38, 1.38515, 1.84362, 1
39, 1.38621, 1.84115, 1
40, 1.38035, 1.83501, 1
41, 1.38189, 1.8335, 1
42, 1.38349, 1.83702, 1
43, 1.3865, 1.83706, 1
44, 1.3824, 1.83334, 1
45, 1.3833, 1.83706, 1
46, 1.3903, 1.83453, 1
47, 1.38291, 1.83971, 1
48, 1.3848, 1.83632, 1
49, 1.38586, 1.83811, 1
50, 1.37878, 1.84131, 1
51, 1.3824, 1.83706, 1
52, 1.38019, 1.83517, 1
53, 1.38093, 1.83501, 1
54, 1.3824, 1.83427, 1
55, 1.3832, 1.83248, 1
56, 1.38838, 1.8335, 1
57, 1.3824, 1.8344, 1
58, 1.38189, 1.83296, 1
59, 1.38166, 1.84, 1
60, 1.38259, 1.8336, 1
61, 1.37981, 1.83472, 1
62, 1.38445, 1.8944, 1
63, 1.38445, 1.83517, 1
64, 1.38371, 1.84138, 1
65, 1.37875, 1.83574, 1
66, 1.37907, 1.83501, 1
67, 1.59037, 1.83357, 1
68, 1.38074, 1.836, 1
69, 1.37894, 1.83501, 1
70, 1.37907, 1.83274, 1
71, 1.38445, 1.83222, 1
72, 1.38163, 1.83078, 1
73, 1.3799, 1.83245, 1
74, 1.45507, 1.83594, 1
75, 1.38477, 1.83453, 1
76, 1.38131, 1.83286, 1
77, 1.38262, 1.83661, 1
78, 1.3783, 1.83091, 1
79, 1.38333, 1.84934, 1
80, 1.38256, 1.83862, 1
81, 1.38253, 1.83648, 1
82, 1.37824, 1.83136, 1
83, 1.38445, 1.83501, 1
84, 1.37914, 1.83232, 1
85, 1.38262, 1.84016, 1
86, 1.37648, 1.82886, 1
87, 1.57686, 1.83091, 1
88, 1.37802, 1.83501, 1
89, 1.38032, 1.83478, 1
90, 1.38035, 1.83075, 1
