Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_128_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 2.66602, 0, 1
3, 1.61178, 1.77984, 1
4, 1.37958, 2.05834, 1
5, 1.384, 1.84074, 1
6, 1.58259, 1.84525, 1
7, 1.37968, 2.04762, 1
8, 1.31994, 1.84381, 1
9, 1.3783, 1.84474, 1
10, 1.31837, 1.84835, 1
11, 1.38234, 1.85107, 1
12, 1.38067, 1.84058, 1
13, 1.38368, 1.84112, 1
14, 1.38426, 1.83706, 1
15, 1.38938, 1.83958, 1
16, 1.38774, 1.8391, 1
17, 1.38918, 1.8391, 1
18, 1.38794, 1.84115, 1
19, 1.38547, 1.84362, 1
20, 1.388, 1.84342, 1
21, 1.3865, 1.83859, 1
22, 1.38602, 1.83693, 1
23, 1.38438, 1.83952, 1
24, 1.37901, 1.83939, 1
25, 1.38445, 1.83971, 1
26, 1.38282, 1.8391, 1
27, 1.38288, 1.8408, 1
28, 1.38422, 1.84099, 1
29, 1.38138, 1.83926, 1
30, 1.37907, 1.83949, 1
31, 1.38083, 1.83744, 1
32, 1.3816, 1.83741, 1
33, 1.3783, 1.8393, 1
34, 1.37926, 1.84042, 1
35, 1.38022, 1.84442, 1
36, 1.37917, 1.83706, 1
37, 1.37904, 1.83501, 1
38, 1.37885, 1.83626, 1
39, 1.38202, 1.83501, 1
40, 1.3824, 1.83459, 1
41, 1.38198, 1.83706, 1
42, 1.3824, 1.8353, 1
43, 1.38006, 1.83709, 1
44, 1.38595, 1.83606, 1
45, 1.37949, 1.83706, 1
46, 1.3824, 1.83706, 1
47, 1.37981, 1.8375, 1
48, 1.37728, 1.83475, 1
49, 1.38166, 1.8473, 1
50, 1.38445, 1.8432, 1
51, 1.38195, 1.83677, 1
52, 1.38365, 1.83498, 1
53, 1.38093, 1.8352, 1
54, 1.3808, 1.83501, 1
55, 1.37958, 1.83328, 1
56, 1.38285, 1.83315, 1
57, 1.38262, 1.83488, 1
58, 1.38285, 1.83491, 1
59, 1.37862, 1.8376, 1
60, 1.38048, 1.83398, 1
61, 1.38019, 1.83162, 1
62, 1.45526, 1.83379, 1
63, 1.38314, 1.83491, 1
64, 1.38003, 1.83754, 1
65, 1.38202, 1.83728, 1
66, 1.38035, 1.83373, 1
67, 1.3824, 1.8391, 1
68, 1.38256, 1.83469, 1
69, 1.3824, 1.83501, 1
70, 1.38179, 1.83434, 1
71, 1.38445, 1.83491, 1
72, 1.38259, 1.8336, 1
73, 1.3824, 1.83296, 1
74, 1.38275, 1.83501, 1
75, 1.45747, 1.83299, 1
76, 1.38042, 1.83309, 1
77, 1.3783, 1.83091, 1
78, 1.38208, 1.83277, 1
79, 1.3824, 1.83667, 1
80, 1.37626, 1.83594, 1
81, 1.3824, 1.83622, 1
82, 1.38163, 1.8329, 1
83, 1.37862, 1.83501, 1
84, 1.37955, 1.83242, 1
85, 1.37907, 1.83091, 1
86, 1.3824, 1.8335, 1
87, 1.37626, 1.8343, 1
88, 1.3783, 1.83456, 1
89, 1.3783, 1.83258, 1
90, 1.37898, 1.83341, 1
