Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.84934, 1
4, 0, 1.84934, 1
5, 0, 1.8432, 1
6, 0, 2.08179, 1
7, 0, 2.04538, 1
8, 0, 2.04515, 1
9, 0, 2.04358, 1
10, 0, 2.04832, 1
11, 0, 2.04022, 1
12, 0, 1.83613, 1
13, 0, 2.05824, 1
14, 0, 2.05283, 1
15, 0, 2.04816, 1
16, 0, 2.04272, 1
17, 0, 2.04522, 1
18, 0, 2.06643, 1
19, 0, 2.04186, 1
20, 0, 2.04595, 1
21, 0, 2.04544, 1
22, 0, 2.03619, 1
23, 0, 2.03981, 1
24, 0, 2.06205, 1
25, 0, 2.03786, 1
26, 0, 2.03651, 1
27, 0, 2.0393, 1
28, 0, 1.82803, 1
29, 0, 2.03622, 1
30, 0, 2.05734, 1
31, 0, 2.0439, 1
32, 0, 2.05142, 1
33, 0, 2.05309, 1
34, 0, 2.04915, 1
35, 0, 2.04429, 1
36, 0, 2.06438, 1
37, 0, 2.04173, 1
38, 0, 2.03571, 1
39, 0, 2.04134, 1
40, 0, 2.03981, 1
41, 0, 2.03811, 1
42, 0, 1.82998, 1
43, 0, 2.05773, 1
44, 0, 2.04605, 1
45, 0, 2.04579, 1
46, 0, 2.03779, 1
47, 0, 2.03978, 1
48, 0, 2.05718, 1
49, 0, 2.03616, 1
50, 0, 2.03958, 1
51, 0, 2.04032, 1
52, 0, 2.0401, 1
53, 0, 1.94317, 1
54, 0, 1.91994, 1
55, 0, 1.91546, 1
56, 0, 1.87862, 1
57, 0, 1.87667, 1
58, 0, 1.88211, 1
59, 0, 1.87629, 1
60, 0, 1.88346, 1
61, 0, 1.88006, 1
62, 0, 1.89645, 1
63, 0, 1.88243, 1
64, 0, 1.88397, 1
65, 0, 1.88173, 1
66, 0, 1.89062, 1
67, 0, 1.88166, 1
68, 0, 1.87978, 1
69, 0, 1.8824, 1
70, 0, 1.87779, 1
71, 0, 1.87802, 1
72, 0, 1.88211, 1
73, 0, 1.88211, 1
74, 0, 1.87997, 1
75, 0, 1.88035, 1
76, 0, 1.87802, 1
77, 0, 1.87475, 1
78, 0, 1.87997, 1
79, 0, 1.87648, 1
80, 0, 1.87936, 1
81, 0, 1.87926, 1
82, 0, 1.88227, 1
83, 0, 1.88179, 1
84, 0, 1.8815, 1
85, 0, 1.8808, 1
86, 0, 1.8807, 1
87, 0, 1.87597, 1
88, 0, 1.8783, 1
89, 0, 1.88192, 1
90, 0, 1.88355, 1
91, 0, 1.8808, 1
92, 0, 1.88093, 1
93, 0, 1.88246, 1
94, 0, 1.88211, 1
95, 0, 1.87725, 1
96, 0, 1.87699, 1
97, 0, 1.87984, 1
98, 0, 1.8823, 1
99, 0, 1.88118, 1
100, 0, 1.88458, 1
101, 0, 1.87597, 1
102, 0, 1.87859, 1
103, 0, 1.87997, 1
104, 0, 1.8831, 1
105, 0, 1.88182, 1
106, 0, 1.88416, 1
107, 0, 1.87802, 1
108, 0, 1.87843, 1
109, 0, 1.88013, 1
110, 0, 1.88416, 1
