Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.83126, 1
4, 0, 1.83126, 1
5, 0, 1.8513, 1
6, 0, 1.69242, 1
7, 0, 2.06643, 1
8, 0, 2.05005, 1
9, 0, 2.04861, 1
10, 0, 2.04595, 1
11, 0, 2.06643, 1
12, 0, 2.0439, 1
13, 0, 2.04512, 1
14, 0, 2.04605, 1
15, 0, 2.04736, 1
16, 0, 2.04787, 1
17, 0, 2.0767, 1
18, 0, 2.05005, 1
19, 0, 2.0439, 1
20, 0, 2.04576, 1
21, 0, 2.048, 1
22, 0, 2.0449, 1
23, 0, 2.06646, 1
24, 0, 2.04662, 1
25, 0, 2.03786, 1
26, 0, 2.03766, 1
27, 0, 2.04106, 1
28, 0, 2.04186, 1
29, 0, 2.05824, 1
30, 0, 2.03981, 1
31, 0, 2.0337, 1
32, 0, 2.04467, 1
33, 0, 2.03984, 1
34, 0, 2.04288, 1
35, 0, 2.05984, 1
36, 0, 2.04442, 1
37, 0, 2.04266, 1
38, 0, 2.03814, 1
39, 0, 2.0425, 1
40, 0, 2.04192, 1
41, 0, 2.06074, 1
42, 0, 2.0439, 1
43, 0, 2.04355, 1
44, 0, 2.03971, 1
45, 0, 2.04086, 1
46, 0, 2.05008, 1
47, 0, 2.05824, 1
48, 0, 2.0496, 1
49, 0, 2.0384, 1
50, 0, 2.04163, 1
51, 0, 2.04448, 1
52, 0, 2.04083, 1
53, 0, 2.06522, 1
54, 0, 2.04406, 1
55, 0, 2.04394, 1
56, 0, 2.03946, 1
57, 0, 1.9432, 1
58, 0, 1.92339, 1
59, 0, 1.91898, 1
60, 0, 1.87846, 1
61, 0, 1.87962, 1
62, 0, 1.87734, 1
63, 0, 1.88685, 1
64, 0, 1.88416, 1
65, 0, 1.87802, 1
66, 0, 1.88637, 1
67, 0, 1.88598, 1
68, 0, 1.87802, 1
69, 0, 1.88109, 1
70, 0, 1.87907, 1
71, 0, 1.87968, 1
72, 0, 1.88154, 1
73, 0, 1.87741, 1
74, 0, 1.88118, 1
75, 0, 1.87978, 1
76, 0, 1.88976, 1
77, 0, 1.87875, 1
78, 0, 1.88973, 1
79, 0, 1.88214, 1
80, 0, 1.87738, 1
81, 0, 1.87984, 1
82, 0, 1.88237, 1
83, 0, 1.88035, 1
84, 0, 1.88173, 1
85, 0, 1.88032, 1
86, 0, 1.87981, 1
87, 0, 1.88006, 1
88, 0, 1.87811, 1
89, 0, 1.87856, 1
90, 0, 1.87802, 1
91, 0, 1.88246, 1
92, 0, 1.88778, 1
93, 0, 1.88006, 1
94, 0, 1.87958, 1
95, 0, 1.88, 1
96, 0, 1.8833, 1
97, 0, 1.87939, 1
98, 0, 1.87763, 1
99, 0, 1.87763, 1
100, 0, 1.88346, 1
101, 0, 1.87846, 1
102, 0, 1.88218, 1
103, 0, 1.87962, 1
104, 0, 1.87904, 1
105, 0, 1.8809, 1
106, 0, 1.88656, 1
107, 0, 1.88006, 1
108, 0, 1.88714, 1
109, 0, 1.88019, 1
110, 0, 1.88496, 1
