Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.68685, 1
4, 0, 2.10611, 1
5, 0, 1.84506, 1
6, 0, 2.06285, 1
7, 0, 2.0521, 1
8, 0, 2.04512, 1
9, 0, 2.04595, 1
10, 0, 2.04198, 1
11, 0, 2.06202, 1
12, 0, 2.0439, 1
13, 0, 2.04186, 1
14, 0, 2.04186, 1
15, 0, 2.04538, 1
16, 0, 2.04435, 1
17, 0, 2.04368, 1
18, 0, 2.06237, 1
19, 0, 2.04554, 1
20, 0, 2.04688, 1
21, 0, 2.04918, 1
22, 0, 2.04317, 1
23, 0, 2.0439, 1
24, 0, 2.05926, 1
25, 0, 2.04358, 1
26, 0, 2.03994, 1
27, 0, 2.03776, 1
28, 0, 2.03837, 1
29, 0, 2.03958, 1
30, 0, 2.06534, 1
31, 0, 2.03571, 1
32, 0, 2.03526, 1
33, 0, 2.0376, 1
34, 0, 2.03843, 1
35, 0, 2.03786, 1
36, 0, 2.06227, 1
37, 0, 2.03466, 1
38, 0, 2.04054, 1
39, 0, 2.04221, 1
40, 0, 2.04086, 1
41, 0, 2.04192, 1
42, 0, 2.04406, 1
43, 0, 2.06256, 1
44, 0, 2.04054, 1
45, 0, 2.04, 1
46, 0, 2.03645, 1
47, 0, 2.04627, 1
48, 0, 2.04192, 1
49, 0, 2.0439, 1
50, 0, 2.06438, 1
51, 0, 2.04048, 1
52, 0, 2.04134, 1
53, 0, 2.0447, 1
54, 0, 2.04531, 1
55, 0, 1.9456, 1
56, 0, 1.92205, 1
57, 0, 1.9193, 1
58, 0, 1.88006, 1
59, 0, 1.88077, 1
60, 0, 1.88205, 1
61, 0, 1.88621, 1
62, 0, 1.88416, 1
63, 0, 1.87776, 1
64, 0, 1.88499, 1
65, 0, 1.88826, 1
66, 0, 1.88013, 1
67, 0, 1.88134, 1
68, 0, 1.88096, 1
69, 0, 1.88211, 1
70, 0, 1.8793, 1
71, 0, 1.87955, 1
72, 0, 1.87789, 1
73, 0, 1.87984, 1
74, 0, 1.88006, 1
75, 0, 1.8776, 1
76, 0, 1.87923, 1
77, 0, 1.87885, 1
78, 0, 1.88224, 1
79, 0, 1.88826, 1
80, 0, 1.8809, 1
81, 0, 1.88506, 1
82, 0, 1.87779, 1
83, 0, 1.88582, 1
84, 0, 1.87853, 1
85, 0, 1.88006, 1
86, 0, 1.87859, 1
87, 0, 1.88224, 1
88, 0, 1.87802, 1
89, 0, 1.8353, 1
90, 0, 1.88528, 1
91, 0, 1.88589, 1
92, 0, 1.8857, 1
93, 0, 1.88234, 1
94, 0, 1.88115, 1
95, 0, 1.87626, 1
96, 0, 1.87802, 1
97, 0, 1.8761, 1
98, 0, 1.87821, 1
99, 0, 1.87802, 1
100, 0, 1.88048, 1
101, 0, 1.87952, 1
102, 0, 1.87664, 1
103, 0, 1.88006, 1
104, 0, 1.87632, 1
105, 0, 1.87798, 1
106, 0, 1.87645, 1
107, 0, 1.87754, 1
108, 0, 1.88621, 1
109, 0, 1.88749, 1
110, 0, 1.87616, 1
