Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.8232, 1
4, 0, 1.8232, 1
5, 0, 1.848, 1
6, 0, 1.68826, 1
7, 0, 1.8431, 1
8, 0, 1.83706, 1
9, 0, 2.048, 1
10, 0, 2.04179, 1
11, 0, 2.06291, 1
12, 0, 2.03862, 1
13, 0, 2.04534, 1
14, 0, 2.0439, 1
15, 0, 2.03898, 1
16, 0, 2.03878, 1
17, 0, 2.06262, 1
18, 0, 2.04554, 1
19, 0, 2.04093, 1
20, 0, 2.04349, 1
21, 0, 2.04304, 1
22, 0, 2.03987, 1
23, 0, 2.03923, 1
24, 0, 2.04032, 1
25, 0, 2.0656, 1
26, 0, 1.83322, 1
27, 0, 2.03984, 1
28, 0, 2.03606, 1
29, 0, 2.04304, 1
30, 0, 2.03914, 1
31, 0, 2.0649, 1
32, 0, 2.03712, 1
33, 0, 2.03802, 1
34, 0, 2.03693, 1
35, 0, 2.04122, 1
36, 0, 2.04285, 1
37, 0, 2.06643, 1
38, 0, 2.04077, 1
39, 0, 2.04435, 1
40, 0, 2.04003, 1
41, 0, 2.04422, 1
42, 0, 2.04058, 1
43, 0, 2.03776, 1
44, 0, 2.05677, 1
45, 0, 2.03798, 1
46, 0, 2.03542, 1
47, 0, 2.04163, 1
48, 0, 2.0425, 1
49, 0, 2.03722, 1
50, 0, 2.06122, 1
51, 0, 2.04259, 1
52, 0, 2.0351, 1
53, 0, 2.04038, 1
54, 0, 2.03776, 1
55, 0, 1.92925, 1
56, 0, 1.91146, 1
57, 0, 1.91318, 1
58, 0, 1.88422, 1
59, 0, 1.87936, 1
60, 0, 1.87536, 1
61, 0, 1.88554, 1
62, 0, 1.88013, 1
63, 0, 1.87834, 1
64, 0, 1.88256, 1
65, 0, 1.88461, 1
66, 0, 1.87389, 1
67, 0, 1.87923, 1
68, 0, 1.87738, 1
69, 0, 1.8759, 1
70, 0, 1.87802, 1
71, 0, 1.87843, 1
72, 0, 1.88042, 1
73, 0, 1.87597, 1
74, 0, 1.87821, 1
75, 0, 1.87642, 1
76, 0, 1.87715, 1
77, 0, 1.87965, 1
78, 0, 1.87667, 1
79, 0, 1.87683, 1
80, 0, 1.88006, 1
81, 0, 1.87597, 1
82, 0, 1.87613, 1
83, 0, 1.87677, 1
84, 0, 1.87795, 1
85, 0, 1.87616, 1
86, 0, 1.87334, 1
87, 0, 1.8799, 1
88, 0, 1.8759, 1
89, 0, 1.87402, 1
90, 0, 1.87562, 1
91, 0, 1.87802, 1
92, 0, 1.87603, 1
93, 0, 1.87613, 1
94, 0, 1.87478, 1
95, 0, 1.87779, 1
96, 0, 1.87914, 1
97, 0, 1.87587, 1
98, 0, 1.87597, 1
99, 0, 1.87776, 1
100, 0, 1.87811, 1
101, 0, 1.87917, 1
102, 0, 1.87386, 1
103, 0, 1.87539, 1
104, 0, 1.87606, 1
105, 0, 1.87414, 1
106, 0, 1.87718, 1
107, 0, 1.8785, 1
108, 0, 1.88, 1
109, 0, 1.87619, 1
110, 0, 1.87472, 1
