Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.82333, 1
4, 0, 2.10739, 1
5, 0, 1.69306, 1
6, 0, 1.84384, 1
7, 0, 1.83347, 1
8, 0, 2.04186, 1
9, 0, 2.04406, 1
10, 0, 2.06643, 1
11, 0, 2.04886, 1
12, 0, 2.04333, 1
13, 0, 2.048, 1
14, 0, 2.04595, 1
15, 0, 2.04429, 1
16, 0, 2.04707, 1
17, 0, 2.07053, 1
18, 0, 2.04595, 1
19, 0, 2.044, 1
20, 0, 2.048, 1
21, 0, 2.0472, 1
22, 0, 2.04365, 1
23, 0, 2.05005, 1
24, 0, 2.06643, 1
25, 0, 2.04595, 1
26, 0, 2.04227, 1
27, 0, 2.03981, 1
28, 0, 2.04358, 1
29, 0, 2.04733, 1
30, 0, 2.06509, 1
31, 0, 2.04013, 1
32, 0, 2.04346, 1
33, 0, 2.04173, 1
34, 0, 2.04198, 1
35, 0, 2.04317, 1
36, 0, 2.06051, 1
37, 0, 2.03776, 1
38, 0, 2.04621, 1
39, 0, 2.03981, 1
40, 0, 2.0439, 1
41, 0, 2.04518, 1
42, 0, 2.06096, 1
43, 0, 2.03661, 1
44, 0, 2.04048, 1
45, 0, 2.03853, 1
46, 0, 2.0376, 1
47, 0, 2.04394, 1
48, 0, 2.04157, 1
49, 0, 1.83254, 1
50, 0, 2.04525, 1
51, 0, 2.0416, 1
52, 0, 2.04099, 1
53, 0, 1.93501, 1
54, 0, 1.91693, 1
55, 0, 1.91856, 1
56, 0, 1.88797, 1
57, 0, 1.88534, 1
58, 0, 1.87802, 1
59, 0, 1.88621, 1
60, 0, 1.88621, 1
61, 0, 1.87936, 1
62, 0, 1.88771, 1
63, 0, 1.88189, 1
64, 0, 1.87603, 1
65, 0, 1.88496, 1
66, 0, 1.88227, 1
67, 0, 1.87734, 1
68, 0, 1.87702, 1
69, 0, 1.87693, 1
70, 0, 1.87802, 1
71, 0, 1.87971, 1
72, 0, 1.87859, 1
73, 0, 1.87597, 1
74, 0, 1.87802, 1
75, 0, 1.87597, 1
76, 0, 1.87802, 1
77, 0, 1.8776, 1
78, 0, 1.8753, 1
79, 0, 1.87802, 1
80, 0, 1.87802, 1
81, 0, 1.88538, 1
82, 0, 1.88006, 1
83, 0, 1.87984, 1
84, 0, 1.87968, 1
85, 0, 1.88816, 1
86, 0, 1.8801, 1
87, 0, 1.87597, 1
88, 0, 1.87754, 1
89, 0, 1.87904, 1
90, 0, 1.87366, 1
91, 0, 1.88006, 1
92, 0, 1.87869, 1
93, 0, 1.87574, 1
94, 0, 1.87814, 1
95, 0, 1.87392, 1
96, 0, 1.87421, 1
97, 0, 1.87766, 1
98, 0, 1.87802, 1
99, 0, 1.88192, 1
100, 0, 1.87802, 1
101, 0, 1.87981, 1
102, 0, 1.87597, 1
103, 0, 1.87952, 1
104, 0, 1.8761, 1
105, 0, 1.87443, 1
106, 0, 1.87866, 1
107, 0, 1.87667, 1
108, 0, 1.87392, 1
109, 0, 1.87933, 1
110, 0, 1.87574, 1
