Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.83024, 1
4, 0, 1.83024, 1
5, 0, 1.84934, 1
6, 0, 1.69011, 1
7, 0, 2.06438, 1
8, 0, 2.04595, 1
9, 0, 2.04781, 1
10, 0, 2.048, 1
11, 0, 2.04726, 1
12, 0, 2.06282, 1
13, 0, 2.04256, 1
14, 0, 2.03811, 1
15, 0, 2.04186, 1
16, 0, 2.04438, 1
17, 0, 2.04035, 1
18, 0, 2.06054, 1
19, 0, 2.0439, 1
20, 0, 2.04646, 1
21, 0, 2.04186, 1
22, 0, 2.04186, 1
23, 0, 2.04054, 1
24, 0, 2.05754, 1
25, 0, 2.03981, 1
26, 0, 2.03981, 1
27, 0, 2.03706, 1
28, 0, 2.04298, 1
29, 0, 2.04186, 1
30, 0, 2.05885, 1
31, 0, 2.03917, 1
32, 0, 2.04234, 1
33, 0, 2.03981, 1
34, 0, 2.04589, 1
35, 0, 2.03987, 1
36, 0, 2.05971, 1
37, 0, 2.04947, 1
38, 0, 2.03962, 1
39, 0, 2.03981, 1
40, 0, 2.03818, 1
41, 0, 2.04176, 1
42, 0, 2.05715, 1
43, 0, 2.03926, 1
44, 0, 2.04266, 1
45, 0, 2.04154, 1
46, 0, 2.04186, 1
47, 0, 2.0399, 1
48, 0, 2.06237, 1
49, 0, 2.03952, 1
50, 0, 2.03571, 1
51, 0, 2.03386, 1
52, 0, 2.03837, 1
53, 0, 2.03792, 1
54, 0, 1.83091, 1
55, 0, 1.92899, 1
56, 0, 1.92144, 1
57, 0, 1.91728, 1
58, 0, 1.88947, 1
59, 0, 1.88006, 1
60, 0, 1.87597, 1
61, 0, 1.87866, 1
62, 0, 1.87277, 1
63, 0, 1.87821, 1
64, 0, 1.88768, 1
65, 0, 1.88237, 1
66, 0, 1.88173, 1
67, 0, 1.88406, 1
68, 0, 1.88006, 1
69, 0, 1.88416, 1
70, 0, 1.88416, 1
71, 0, 1.88022, 1
72, 0, 1.88013, 1
73, 0, 1.87667, 1
74, 0, 1.87872, 1
75, 0, 1.87597, 1
76, 0, 1.88032, 1
77, 0, 1.87834, 1
78, 0, 1.87744, 1
79, 0, 1.88006, 1
80, 0, 1.87802, 1
81, 0, 1.8799, 1
82, 0, 1.87933, 1
83, 0, 1.87606, 1
84, 0, 1.87613, 1
85, 0, 1.87597, 1
86, 0, 1.87392, 1
87, 0, 1.87635, 1
88, 0, 1.88006, 1
89, 0, 1.88006, 1
90, 0, 1.87814, 1
91, 0, 1.87923, 1
92, 0, 1.87805, 1
93, 0, 1.87802, 1
94, 0, 1.88134, 1
95, 0, 1.87869, 1
96, 0, 1.8767, 1
97, 0, 1.88006, 1
98, 0, 1.87802, 1
99, 0, 1.87834, 1
100, 0, 1.87789, 1
101, 0, 1.87939, 1
102, 0, 1.87597, 1
103, 0, 1.87827, 1
104, 0, 1.88006, 1
105, 0, 1.87802, 1
106, 0, 1.87597, 1
107, 0, 1.87853, 1
108, 0, 1.88093, 1
109, 0, 1.8783, 1
110, 0, 1.87786, 1
