Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.82499, 1
4, 0, 1.82499, 1
5, 0, 1.84858, 1
6, 0, 1.69402, 1
7, 0, 2.06029, 1
8, 0, 2.04979, 1
9, 0, 2.04576, 1
10, 0, 2.05146, 1
11, 0, 2.0625, 1
12, 0, 2.04698, 1
13, 0, 2.04595, 1
14, 0, 2.04672, 1
15, 0, 2.0447, 1
16, 0, 2.04326, 1
17, 0, 2.06534, 1
18, 0, 2.04445, 1
19, 0, 2.04205, 1
20, 0, 2.0455, 1
21, 0, 2.04426, 1
22, 0, 2.03706, 1
23, 0, 2.05824, 1
24, 0, 2.0359, 1
25, 0, 2.03725, 1
26, 0, 2.0335, 1
27, 0, 2.0416, 1
28, 0, 2.03776, 1
29, 0, 2.05789, 1
30, 0, 2.04035, 1
31, 0, 2.03981, 1
32, 0, 2.03366, 1
33, 0, 2.03571, 1
34, 0, 2.04186, 1
35, 0, 2.05824, 1
36, 0, 2.0439, 1
37, 0, 2.03981, 1
38, 0, 2.03722, 1
39, 0, 2.03981, 1
40, 0, 2.0384, 1
41, 0, 2.06029, 1
42, 0, 2.03901, 1
43, 0, 2.03872, 1
44, 0, 2.03664, 1
45, 0, 2.03776, 1
46, 0, 2.03616, 1
47, 0, 2.05635, 1
48, 0, 2.03763, 1
49, 0, 2.03955, 1
50, 0, 2.03981, 1
51, 0, 2.04355, 1
52, 0, 2.03504, 1
53, 0, 2.05466, 1
54, 0, 1.9367, 1
55, 0, 1.91914, 1
56, 0, 1.91488, 1
57, 0, 1.88006, 1
58, 0, 1.87709, 1
59, 0, 1.87597, 1
60, 0, 1.8913, 1
61, 0, 1.88416, 1
62, 0, 1.88621, 1
63, 0, 1.88349, 1
64, 0, 1.89235, 1
65, 0, 1.87802, 1
66, 0, 1.88211, 1
67, 0, 1.87734, 1
68, 0, 1.88621, 1
69, 0, 1.87597, 1
70, 0, 1.87542, 1
71, 0, 1.88006, 1
72, 0, 1.88912, 1
73, 0, 1.87654, 1
74, 0, 1.87766, 1
75, 0, 1.88006, 1
76, 0, 1.88496, 1
77, 0, 1.87597, 1
78, 0, 1.87843, 1
79, 0, 1.8753, 1
80, 0, 1.89248, 1
81, 0, 1.87805, 1
82, 0, 1.87728, 1
83, 0, 1.87792, 1
84, 0, 1.88621, 1
85, 0, 1.87562, 1
86, 0, 1.87802, 1
87, 0, 1.87955, 1
88, 0, 1.8768, 1
89, 0, 1.87475, 1
90, 0, 1.87808, 1
91, 0, 1.87955, 1
92, 0, 1.88006, 1
93, 0, 1.8761, 1
94, 0, 1.87613, 1
95, 0, 1.87562, 1
96, 0, 1.88288, 1
97, 0, 1.87789, 1
98, 0, 1.88826, 1
99, 0, 1.88083, 1
100, 0, 1.88006, 1
101, 0, 1.88374, 1
102, 0, 1.88624, 1
103, 0, 1.87597, 1
104, 0, 1.88621, 1
105, 0, 1.88842, 1
106, 0, 1.88211, 1
107, 0, 1.88595, 1
108, 0, 1.88259, 1
109, 0, 1.88211, 1
110, 0, 1.88445, 1
