Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 2.23661, 1
3, 0, 2.23661, 1
4, 0, 2.29171, 1
5, 0, 2.26752, 1
6, 0, 2.24141, 1
7, 0, 2.46688, 1
8, 0, 2.45539, 1
9, 0, 2.45475, 1
10, 0, 2.45965, 1
11, 0, 2.48419, 1
12, 0, 2.45936, 1
13, 0, 2.45555, 1
14, 0, 2.45965, 1
15, 0, 2.4617, 1
16, 0, 2.456, 1
17, 0, 2.48211, 1
18, 0, 2.46512, 1
19, 0, 2.46394, 1
20, 0, 2.25667, 1
21, 0, 2.46563, 1
22, 0, 2.46704, 1
23, 0, 2.04755, 1
24, 0, 2.03939, 1
25, 0, 2.03715, 1
26, 0, 2.44147, 1
27, 0, 2.22003, 1
28, 0, 2.43514, 1
29, 0, 2.03981, 1
30, 0, 2.22083, 1
31, 0, 2.44931, 1
32, 0, 2.43744, 1
33, 0, 2.44077, 1
34, 0, 2.43997, 1
35, 0, 2.47216, 1
36, 0, 2.25088, 1
37, 0, 2.04595, 1
38, 0, 2.03571, 1
39, 0, 2.03107, 1
40, 0, 2.03318, 1
41, 0, 1.67728, 1
42, 0, 2.03162, 1
43, 0, 2.03152, 1
44, 0, 2.02906, 1
45, 0, 2.03318, 1
46, 0, 2.03162, 1
47, 0, 1.67622, 1
48, 0, 1.67526, 1
49, 0, 2.02973, 1
50, 0, 2.03162, 1
51, 0, 2.0336, 1
52, 0, 1.67578, 1
53, 0, 1.67709, 1
54, 0, 1.9297, 1
55, 0, 1.91885, 1
56, 0, 1.91546, 1
57, 0, 1.87162, 1
58, 0, 1.86982, 1
59, 0, 1.86982, 1
60, 0, 1.87664, 1
61, 0, 1.87165, 1
62, 0, 1.86707, 1
63, 0, 1.87571, 1
64, 0, 1.86573, 1
65, 0, 1.86483, 1
66, 0, 1.86576, 1
67, 0, 1.86765, 1
68, 0, 1.86163, 1
69, 0, 1.86634, 1
70, 0, 1.87187, 1
71, 0, 1.87325, 1
72, 0, 1.86483, 1
73, 0, 1.8656, 1
74, 0, 1.86499, 1
75, 0, 1.87226, 1
76, 0, 1.86422, 1
77, 0, 1.868, 1
78, 0, 1.86752, 1
79, 0, 1.86291, 1
80, 0, 1.86365, 1
81, 0, 1.8752, 1
82, 0, 1.86557, 1
83, 0, 1.87392, 1
84, 0, 1.87152, 1
85, 0, 1.87264, 1
86, 0, 1.88144, 1
87, 0, 1.88006, 1
88, 0, 1.87376, 1
89, 0, 1.87459, 1
90, 0, 1.86368, 1
91, 0, 1.87274, 1
92, 0, 1.86486, 1
93, 0, 1.8743, 1
94, 0, 1.86544, 1
95, 0, 1.86368, 1
96, 0, 1.86698, 1
97, 0, 1.87139, 1
98, 0, 1.87258, 1
99, 0, 1.87392, 1
100, 0, 1.872, 1
101, 0, 1.87626, 1
102, 0, 1.86778, 1
103, 0, 1.87392, 1
104, 0, 1.87373, 1
105, 0, 1.87667, 1
106, 0, 1.87808, 1
107, 0, 1.87597, 1
108, 0, 1.88262, 1
109, 0, 1.88259, 1
110, 0, 1.87475, 1
