Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.6896, 1
4, 0, 1.77712, 1
5, 0, 2.07683, 1
6, 0, 2.05264, 1
7, 0, 2.04595, 1
8, 0, 2.04643, 1
9, 0, 2.05443, 1
10, 0, 2.05005, 1
11, 0, 1.83363, 1
12, 0, 2.04653, 1
13, 0, 2.04787, 1
14, 0, 2.04867, 1
15, 0, 2.05619, 1
16, 0, 2.04992, 1
17, 0, 2.07635, 1
18, 0, 2.04803, 1
19, 0, 2.04474, 1
20, 0, 2.05011, 1
21, 0, 2.04752, 1
22, 0, 2.04186, 1
23, 0, 1.68346, 1
24, 0, 2.04352, 1
25, 0, 1.83226, 1
26, 0, 2.04595, 1
27, 0, 2.04541, 1
28, 0, 2.04083, 1
29, 0, 2.06701, 1
30, 0, 2.03981, 1
31, 0, 2.04, 1
32, 0, 2.0423, 1
33, 0, 2.0407, 1
34, 0, 2.04096, 1
35, 0, 1.68515, 1
36, 0, 2.04291, 1
37, 0, 2.0383, 1
38, 0, 2.0439, 1
39, 0, 2.04762, 1
40, 0, 2.0401, 1
41, 0, 2.04339, 1
42, 0, 1.68477, 1
43, 0, 2.04234, 1
44, 0, 2.04131, 1
45, 0, 2.048, 1
46, 0, 2.04227, 1
47, 0, 2.04314, 1
48, 0, 1.83171, 1
49, 0, 2.04246, 1
50, 0, 2.03981, 1
51, 0, 2.048, 1
52, 0, 1.68707, 1
53, 0, 1.924, 1
54, 0, 1.91827, 1
55, 0, 1.88246, 1
56, 0, 1.87805, 1
57, 0, 1.87926, 1
58, 0, 1.88829, 1
59, 0, 1.88026, 1
60, 0, 1.87824, 1
61, 0, 1.88826, 1
62, 0, 1.87821, 1
63, 0, 1.87802, 1
64, 0, 1.88202, 1
65, 0, 1.87638, 1
66, 0, 1.88029, 1
67, 0, 1.8799, 1
68, 0, 1.87776, 1
69, 0, 1.87597, 1
70, 0, 1.87651, 1
71, 0, 1.8776, 1
72, 0, 1.87802, 1
73, 0, 1.87578, 1
74, 0, 1.87923, 1
75, 0, 1.87907, 1
76, 0, 1.87597, 1
77, 0, 1.88006, 1
78, 0, 1.88416, 1
79, 0, 1.88166, 1
80, 0, 1.87821, 1
81, 0, 1.87856, 1
82, 0, 1.87872, 1
83, 0, 1.88211, 1
84, 0, 1.88102, 1
85, 0, 1.88224, 1
86, 0, 1.87731, 1
87, 0, 1.88211, 1
88, 0, 1.8761, 1
89, 0, 1.8775, 1
90, 0, 1.87664, 1
91, 0, 1.87802, 1
92, 0, 1.87971, 1
93, 0, 1.87853, 1
94, 0, 1.87597, 1
95, 0, 1.87971, 1
96, 0, 1.87898, 1
97, 0, 1.8784, 1
98, 0, 1.88042, 1
99, 0, 1.87978, 1
100, 0, 1.88006, 1
101, 0, 1.87814, 1
102, 0, 1.8777, 1
103, 0, 1.87491, 1
104, 0, 1.88125, 1
105, 0, 1.87808, 1
106, 0, 1.87802, 1
107, 0, 1.88013, 1
108, 0, 1.87939, 1
109, 0, 1.8801, 1
110, 0, 1.87997, 1
