Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.68346, 1
4, 0, 1.83728, 1
5, 0, 1.69206, 1
6, 0, 2.05725, 1
7, 0, 2.04336, 1
8, 0, 2.04474, 1
9, 0, 2.04522, 1
10, 0, 2.06848, 1
11, 0, 2.03981, 1
12, 0, 2.0439, 1
13, 0, 2.05133, 1
14, 0, 2.04243, 1
15, 0, 2.04253, 1
16, 0, 2.06662, 1
17, 0, 2.04534, 1
18, 0, 2.04656, 1
19, 0, 2.04029, 1
20, 0, 2.0457, 1
21, 0, 2.04931, 1
22, 0, 2.06234, 1
23, 0, 2.04112, 1
24, 0, 2.03923, 1
25, 0, 2.04234, 1
26, 0, 2.0359, 1
27, 0, 2.0439, 1
28, 0, 2.06138, 1
29, 0, 2.03821, 1
30, 0, 2.03843, 1
31, 0, 2.04253, 1
32, 0, 2.04195, 1
33, 0, 2.03981, 1
34, 0, 2.06058, 1
35, 0, 2.04086, 1
36, 0, 2.03981, 1
37, 0, 2.04595, 1
38, 0, 2.03955, 1
39, 0, 2.04291, 1
40, 0, 2.05638, 1
41, 0, 2.04646, 1
42, 0, 2.04506, 1
43, 0, 2.0439, 1
44, 0, 2.04307, 1
45, 0, 2.04336, 1
46, 0, 2.06096, 1
47, 0, 2.03776, 1
48, 0, 2.03952, 1
49, 0, 2.04387, 1
50, 0, 2.04042, 1
51, 0, 2.04074, 1
52, 0, 2.06234, 1
53, 0, 2.03856, 1
54, 0, 1.93126, 1
55, 0, 1.91366, 1
56, 0, 1.91734, 1
57, 0, 1.88979, 1
58, 0, 1.88854, 1
59, 0, 1.87789, 1
60, 0, 1.88416, 1
61, 0, 1.88058, 1
62, 0, 1.87802, 1
63, 0, 1.88358, 1
64, 0, 1.88006, 1
65, 0, 1.87984, 1
66, 0, 1.87718, 1
67, 0, 1.8903, 1
68, 0, 1.88179, 1
69, 0, 1.88205, 1
70, 0, 1.88006, 1
71, 0, 1.8793, 1
72, 0, 1.88269, 1
73, 0, 1.87952, 1
74, 0, 1.87802, 1
75, 0, 1.87597, 1
76, 0, 1.88141, 1
77, 0, 1.88528, 1
78, 0, 1.88058, 1
79, 0, 1.88096, 1
80, 0, 1.88006, 1
81, 0, 1.88621, 1
82, 0, 1.87981, 1
83, 0, 1.88006, 1
84, 0, 1.87802, 1
85, 0, 1.88566, 1
86, 0, 1.87725, 1
87, 0, 1.87782, 1
88, 0, 1.88019, 1
89, 0, 1.87885, 1
90, 0, 1.87594, 1
91, 0, 1.88006, 1
92, 0, 1.88128, 1
93, 0, 1.88006, 1
94, 0, 1.8784, 1
95, 0, 1.87648, 1
96, 0, 1.8784, 1
97, 0, 1.88099, 1
98, 0, 1.88006, 1
99, 0, 1.88138, 1
100, 0, 1.88234, 1
101, 0, 1.8832, 1
102, 0, 1.88147, 1
103, 0, 1.87795, 1
104, 0, 1.88022, 1
105, 0, 1.88454, 1
106, 0, 1.8793, 1
107, 0, 1.87802, 1
108, 0, 1.87917, 1
109, 0, 1.88342, 1
110, 0, 1.87635, 1
