Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.69165, 1
4, 0, 1.82886, 1
5, 0, 2.0513, 1
6, 0, 2.06454, 1
7, 0, 2.04349, 1
8, 0, 2.05578, 1
9, 0, 2.04595, 1
10, 0, 2.04621, 1
11, 0, 2.06643, 1
12, 0, 2.04454, 1
13, 0, 2.04285, 1
14, 0, 2.0439, 1
15, 0, 2.0439, 1
16, 0, 2.04448, 1
17, 0, 2.06378, 1
18, 0, 2.0439, 1
19, 0, 2.04301, 1
20, 0, 2.04566, 1
21, 0, 2.0455, 1
22, 0, 2.03981, 1
23, 0, 2.05933, 1
24, 0, 2.04048, 1
25, 0, 2.04016, 1
26, 0, 2.03427, 1
27, 0, 1.82694, 1
28, 0, 2.04749, 1
29, 0, 2.06029, 1
30, 0, 2.03981, 1
31, 0, 2.03962, 1
32, 0, 2.0464, 1
33, 0, 2.04141, 1
34, 0, 2.04186, 1
35, 0, 2.06061, 1
36, 0, 2.03837, 1
37, 0, 2.0417, 1
38, 0, 2.03802, 1
39, 0, 2.0408, 1
40, 0, 2.03549, 1
41, 0, 2.06029, 1
42, 0, 2.04186, 1
43, 0, 2.03901, 1
44, 0, 2.04096, 1
45, 0, 2.03917, 1
46, 0, 2.03981, 1
47, 0, 2.05933, 1
48, 0, 2.03981, 1
49, 0, 2.04186, 1
50, 0, 2.03734, 1
51, 0, 2.03776, 1
52, 0, 1.94442, 1
53, 0, 1.92115, 1
54, 0, 1.91693, 1
55, 0, 1.87805, 1
56, 0, 1.88416, 1
57, 0, 1.82938, 1
58, 0, 1.89053, 1
59, 0, 1.87802, 1
60, 0, 1.88672, 1
61, 0, 1.88883, 1
62, 0, 1.88826, 1
63, 0, 1.87811, 1
64, 0, 1.88806, 1
65, 0, 1.88006, 1
66, 0, 1.88202, 1
67, 0, 1.88083, 1
68, 0, 1.87958, 1
69, 0, 1.88006, 1
70, 0, 1.88746, 1
71, 0, 1.88211, 1
72, 0, 1.87562, 1
73, 0, 1.87971, 1
74, 0, 1.87898, 1
75, 0, 1.87686, 1
76, 0, 1.88506, 1
77, 0, 1.87747, 1
78, 0, 1.87891, 1
79, 0, 1.87722, 1
80, 0, 1.88826, 1
81, 0, 1.88006, 1
82, 0, 1.88349, 1
83, 0, 1.8769, 1
84, 0, 1.88416, 1
85, 0, 1.87971, 1
86, 0, 1.88064, 1
87, 0, 1.88077, 1
88, 0, 1.8799, 1
89, 0, 1.87802, 1
90, 0, 1.88419, 1
91, 0, 1.87782, 1
92, 0, 1.8903, 1
93, 0, 1.88026, 1
94, 0, 1.87933, 1
95, 0, 1.88259, 1
96, 0, 1.88653, 1
97, 0, 1.88016, 1
98, 0, 1.88355, 1
99, 0, 1.88221, 1
100, 0, 1.88634, 1
101, 0, 1.87987, 1
102, 0, 1.8816, 1
103, 0, 1.88176, 1
104, 0, 1.88006, 1
105, 0, 1.88416, 1
106, 0, 1.88282, 1
107, 0, 1.88003, 1
108, 0, 1.83478, 1
109, 0, 1.87642, 1
110, 0, 1.87654, 1
