Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 1.83238, 1
3, 0, 1.83238, 1
4, 0, 1.88758, 1
5, 0, 1.68979, 1
6, 0, 1.84832, 1
7, 0, 2.0481, 1
8, 0, 2.048, 1
9, 0, 2.04406, 1
10, 0, 2.06387, 1
11, 0, 2.0439, 1
12, 0, 2.05024, 1
13, 0, 2.05213, 1
14, 0, 2.0544, 1
15, 0, 2.0521, 1
16, 0, 2.04595, 1
17, 0, 2.06848, 1
18, 0, 2.05187, 1
19, 0, 2.04653, 1
20, 0, 2.0439, 1
21, 0, 2.0439, 1
22, 0, 2.0368, 1
23, 0, 2.06042, 1
24, 0, 2.04339, 1
25, 0, 2.03526, 1
26, 0, 2.03776, 1
27, 0, 2.04083, 1
28, 0, 2.03901, 1
29, 0, 2.05923, 1
30, 0, 2.04221, 1
31, 0, 2.04048, 1
32, 0, 2.04186, 1
33, 0, 2.048, 1
34, 0, 2.04118, 1
35, 0, 2.06643, 1
36, 0, 2.04378, 1
37, 0, 2.04278, 1
38, 0, 2.03981, 1
39, 0, 2.04534, 1
40, 0, 2.04186, 1
41, 0, 2.06618, 1
42, 0, 2.03955, 1
43, 0, 2.03971, 1
44, 0, 2.04768, 1
45, 0, 2.04042, 1
46, 0, 2.04381, 1
47, 0, 2.06234, 1
48, 0, 2.04595, 1
49, 0, 2.04224, 1
50, 0, 1.94051, 1
51, 0, 1.9232, 1
52, 0, 1.91683, 1
53, 0, 1.8807, 1
54, 0, 1.87846, 1
55, 0, 1.87923, 1
56, 0, 1.88525, 1
57, 0, 1.88547, 1
58, 0, 1.88006, 1
59, 0, 1.88621, 1
60, 0, 1.88416, 1
61, 0, 1.87773, 1
62, 0, 1.88211, 1
63, 0, 1.87805, 1
64, 0, 1.88006, 1
65, 0, 1.87971, 1
66, 0, 1.88416, 1
67, 0, 1.88621, 1
68, 0, 1.87802, 1
69, 0, 1.87802, 1
70, 0, 1.88006, 1
71, 0, 1.88006, 1
72, 0, 1.87686, 1
73, 0, 1.87942, 1
74, 0, 1.88288, 1
75, 0, 1.87997, 1
76, 0, 1.88096, 1
77, 0, 1.87872, 1
78, 0, 1.88006, 1
79, 0, 1.87898, 1
80, 0, 1.8777, 1
81, 0, 1.87894, 1
82, 0, 1.88291, 1
83, 0, 1.87603, 1
84, 0, 1.87818, 1
85, 0, 1.87782, 1
86, 0, 1.88086, 1
87, 0, 1.87683, 1
88, 0, 1.87949, 1
89, 0, 1.87856, 1
90, 0, 1.87597, 1
91, 0, 1.87987, 1
92, 0, 1.87581, 1
93, 0, 1.87584, 1
94, 0, 1.87571, 1
95, 0, 1.87901, 1
96, 0, 1.87942, 1
97, 0, 1.87728, 1
98, 0, 1.87629, 1
99, 0, 1.87978, 1
100, 0, 1.87398, 1
101, 0, 1.88006, 1
102, 0, 1.88042, 1
103, 0, 1.87907, 1
104, 0, 1.88006, 1
105, 0, 1.87645, 1
106, 0, 1.87805, 1
107, 0, 1.87802, 1
108, 0, 1.87597, 1
109, 0, 1.88006, 1
110, 0, 1.87802, 1
