Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 2.1063, 1
3, 0, 2.1063, 1
4, 0, 1.90787, 1
5, 0, 1.69581, 1
6, 0, 2.0488, 1
7, 0, 2.04234, 1
8, 0, 2.04621, 1
9, 0, 2.0439, 1
10, 0, 2.06544, 1
11, 0, 2.0417, 1
12, 0, 2.04349, 1
13, 0, 2.04246, 1
14, 0, 2.04045, 1
15, 0, 2.04186, 1
16, 0, 1.83344, 1
17, 0, 2.0439, 1
18, 0, 2.0457, 1
19, 0, 2.04458, 1
20, 0, 2.04451, 1
21, 0, 2.04829, 1
22, 0, 2.0567, 1
23, 0, 2.04048, 1
24, 0, 2.03715, 1
25, 0, 2.04314, 1
26, 0, 2.04006, 1
27, 0, 2.04426, 1
28, 0, 2.05824, 1
29, 0, 2.04237, 1
30, 0, 2.03779, 1
31, 0, 2.04086, 1
32, 0, 2.03776, 1
33, 0, 2.04186, 1
34, 0, 2.06438, 1
35, 0, 2.03786, 1
36, 0, 1.83107, 1
37, 0, 2.03754, 1
38, 0, 2.03981, 1
39, 0, 2.0416, 1
40, 0, 2.06029, 1
41, 0, 2.03792, 1
42, 0, 2.04205, 1
43, 0, 2.03981, 1
44, 0, 2.04166, 1
45, 0, 2.0416, 1
46, 0, 2.06234, 1
47, 0, 2.04, 1
48, 0, 2.04179, 1
49, 0, 2.03587, 1
50, 0, 2.03978, 1
51, 0, 2.03776, 1
52, 0, 1.96198, 1
53, 0, 1.92093, 1
54, 0, 1.91795, 1
55, 0, 1.88976, 1
56, 0, 1.88947, 1
57, 0, 1.88826, 1
58, 0, 1.8809, 1
59, 0, 1.8785, 1
60, 0, 1.8815, 1
61, 0, 1.89184, 1
62, 0, 1.89235, 1
63, 0, 1.88211, 1
64, 0, 1.88403, 1
65, 0, 1.87984, 1
66, 0, 1.88243, 1
67, 0, 1.8944, 1
68, 0, 1.8839, 1
69, 0, 1.88032, 1
70, 0, 1.87811, 1
71, 0, 1.88006, 1
72, 0, 1.87971, 1
73, 0, 1.88829, 1
74, 0, 1.87802, 1
75, 0, 1.88528, 1
76, 0, 1.87802, 1
77, 0, 1.87802, 1
78, 0, 1.88208, 1
79, 0, 1.87469, 1
80, 0, 1.8807, 1
81, 0, 1.88208, 1
82, 0, 1.87946, 1
83, 0, 1.88214, 1
84, 0, 1.88006, 1
85, 0, 1.8929, 1
86, 0, 1.87808, 1
87, 0, 1.87773, 1
88, 0, 1.88006, 1
89, 0, 1.89203, 1
90, 0, 1.88243, 1
91, 0, 1.87885, 1
92, 0, 1.87907, 1
93, 0, 1.88454, 1
94, 0, 1.87594, 1
95, 0, 1.88029, 1
96, 0, 1.88032, 1
97, 0, 1.88646, 1
98, 0, 1.88045, 1
99, 0, 1.87597, 1
100, 0, 1.87888, 1
101, 0, 1.87619, 1
102, 0, 1.88006, 1
103, 0, 1.88474, 1
104, 0, 1.88211, 1
105, 0, 1.88454, 1
106, 0, 1.88006, 1
107, 0, 1.87789, 1
108, 0, 1.87802, 1
109, 0, 1.87798, 1
110, 0, 1.8783, 1
