Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.82333, 1
4, 0, 1.82333, 1
5, 0, 1.7647, 1
6, 0, 1.6896, 1
7, 0, 2.04595, 1
8, 0, 2.04736, 1
9, 0, 2.04352, 1
10, 0, 2.04346, 1
11, 0, 1.83296, 1
12, 0, 2.04474, 1
13, 0, 2.04589, 1
14, 0, 2.04186, 1
15, 0, 2.04512, 1
16, 0, 2.04422, 1
17, 0, 1.6896, 1
18, 0, 2.04557, 1
19, 0, 2.04592, 1
20, 0, 2.0401, 1
21, 0, 2.04416, 1
22, 0, 2.03971, 1
23, 0, 2.05971, 1
24, 0, 2.03747, 1
25, 0, 2.03402, 1
26, 0, 2.04093, 1
27, 0, 2.04419, 1
28, 0, 2.0439, 1
29, 0, 2.05792, 1
30, 0, 2.03824, 1
31, 0, 2.04186, 1
32, 0, 2.0439, 1
33, 0, 2.0359, 1
34, 0, 2.03981, 1
35, 0, 1.76141, 1
36, 0, 2.04186, 1
37, 0, 2.04163, 1
38, 0, 2.03955, 1
39, 0, 2.0375, 1
40, 0, 2.03792, 1
41, 0, 2.05731, 1
42, 0, 2.04045, 1
43, 0, 2.03347, 1
44, 0, 2.03571, 1
45, 0, 2.03366, 1
46, 0, 2.03776, 1
47, 0, 2.05414, 1
48, 0, 2.03373, 1
49, 0, 2.03776, 1
50, 0, 2.03555, 1
51, 0, 2.03178, 1
52, 0, 1.93331, 1
53, 0, 1.92102, 1
54, 0, 1.9168, 1
55, 0, 1.87562, 1
56, 0, 1.88006, 1
57, 0, 1.87597, 1
58, 0, 1.88416, 1
59, 0, 1.87971, 1
60, 0, 1.89424, 1
61, 0, 1.88557, 1
62, 0, 1.88419, 1
63, 0, 1.8769, 1
64, 0, 1.87645, 1
65, 0, 1.87635, 1
66, 0, 1.87875, 1
67, 0, 1.87597, 1
68, 0, 1.87802, 1
69, 0, 1.8785, 1
70, 0, 1.88634, 1
71, 0, 1.87792, 1
72, 0, 1.88115, 1
73, 0, 1.87965, 1
74, 0, 1.88691, 1
75, 0, 1.87987, 1
76, 0, 1.87802, 1
77, 0, 1.87802, 1
78, 0, 1.87738, 1
79, 0, 1.87744, 1
80, 0, 1.87763, 1
81, 0, 1.87802, 1
82, 0, 1.87597, 1
83, 0, 1.8777, 1
84, 0, 1.88416, 1
85, 0, 1.87555, 1
86, 0, 1.88019, 1
87, 0, 1.87542, 1
88, 0, 1.88006, 1
89, 0, 1.86998, 1
90, 0, 1.88826, 1
91, 0, 1.87805, 1
92, 0, 1.87757, 1
93, 0, 1.87648, 1
94, 0, 1.88435, 1
95, 0, 1.87629, 1
96, 0, 1.88006, 1
97, 0, 1.87587, 1
98, 0, 1.88269, 1
99, 0, 1.87786, 1
100, 0, 1.88211, 1
101, 0, 1.87776, 1
102, 0, 1.87904, 1
103, 0, 1.87597, 1
104, 0, 1.87936, 1
105, 0, 1.87597, 1
106, 0, 1.87802, 1
107, 0, 1.87955, 1
108, 0, 1.87782, 1
109, 0, 1.88211, 1
110, 0, 1.876, 1
