Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 1.69165, 1
3, 0, 1.69165, 1
4, 0, 1.87597, 1
5, 0, 2.07667, 1
6, 0, 2.0439, 1
7, 0, 2.04726, 1
8, 0, 2.04275, 1
9, 0, 2.04278, 1
10, 0, 2.06541, 1
11, 0, 2.04266, 1
12, 0, 2.03981, 1
13, 0, 2.03776, 1
14, 0, 2.03699, 1
15, 0, 2.04371, 1
16, 0, 2.06445, 1
17, 0, 2.03987, 1
18, 0, 2.04346, 1
19, 0, 2.04506, 1
20, 0, 2.04438, 1
21, 0, 2.0439, 1
22, 0, 2.06675, 1
23, 0, 2.03798, 1
24, 0, 2.04186, 1
25, 0, 2.03955, 1
26, 0, 2.04662, 1
27, 0, 2.04317, 1
28, 0, 2.05808, 1
29, 0, 2.03939, 1
30, 0, 2.03846, 1
31, 0, 2.03779, 1
32, 0, 2.03744, 1
33, 0, 2.03776, 1
34, 0, 2.05827, 1
35, 0, 2.03898, 1
36, 0, 2.03754, 1
37, 0, 2.03789, 1
38, 0, 2.03645, 1
39, 0, 2.03571, 1
40, 0, 2.05962, 1
41, 0, 2.04246, 1
42, 0, 2.04243, 1
43, 0, 2.03776, 1
44, 0, 2.04099, 1
45, 0, 2.04019, 1
46, 0, 2.05453, 1
47, 0, 2.03981, 1
48, 0, 2.0431, 1
49, 0, 2.03379, 1
50, 0, 2.03747, 1
51, 0, 2.03808, 1
52, 0, 2.05958, 1
53, 0, 1.92915, 1
54, 0, 1.91722, 1
55, 0, 1.91478, 1
56, 0, 1.88381, 1
57, 0, 1.89021, 1
58, 0, 1.8841, 1
59, 0, 1.88579, 1
60, 0, 1.88179, 1
61, 0, 1.87597, 1
62, 0, 1.8872, 1
63, 0, 1.88058, 1
64, 0, 1.88006, 1
65, 0, 1.87802, 1
66, 0, 1.87597, 1
67, 0, 1.87734, 1
68, 0, 1.87651, 1
69, 0, 1.8817, 1
70, 0, 1.8793, 1
71, 0, 1.87802, 1
72, 0, 1.87802, 1
73, 0, 1.87949, 1
74, 0, 1.87715, 1
75, 0, 1.88826, 1
76, 0, 1.87638, 1
77, 0, 1.88064, 1
78, 0, 1.87859, 1
79, 0, 1.87802, 1
80, 0, 1.87667, 1
81, 0, 1.87955, 1
82, 0, 1.87798, 1
83, 0, 1.88246, 1
84, 0, 1.88186, 1
85, 0, 1.88278, 1
86, 0, 1.88016, 1
87, 0, 1.87802, 1
88, 0, 1.88186, 1
89, 0, 1.87997, 1
90, 0, 1.88173, 1
91, 0, 1.87974, 1
92, 0, 1.87616, 1
93, 0, 1.88006, 1
94, 0, 1.8801, 1
95, 0, 1.88259, 1
96, 0, 1.87802, 1
97, 0, 1.87683, 1
98, 0, 1.8769, 1
99, 0, 1.88042, 1
100, 0, 1.87827, 1
101, 0, 1.8761, 1
102, 0, 1.87802, 1
103, 0, 1.87597, 1
104, 0, 1.88093, 1
105, 0, 1.8777, 1
106, 0, 1.8761, 1
107, 0, 1.876, 1
108, 0, 1.88006, 1
109, 0, 1.88374, 1
110, 0, 1.87645, 1
