Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 1.69165, 1
3, 0, 1.82646, 1
4, 0, 1.82646, 1
5, 0, 1.84662, 1
6, 0, 1.94067, 1
7, 0, 1.85152, 1
8, 0, 2.06285, 1
9, 0, 2.04349, 1
10, 0, 2.03933, 1
11, 0, 2.04384, 1
12, 0, 2.03981, 1
13, 0, 2.06234, 1
14, 0, 2.04477, 1
15, 0, 2.0439, 1
16, 0, 2.03744, 1
17, 0, 2.04595, 1
18, 0, 2.04406, 1
19, 0, 2.05862, 1
20, 0, 2.04186, 1
21, 0, 2.04013, 1
22, 0, 2.0383, 1
23, 0, 2.04186, 1
24, 0, 2.04182, 1
25, 0, 2.05734, 1
26, 0, 2.03526, 1
27, 0, 2.03533, 1
28, 0, 2.03693, 1
29, 0, 2.03898, 1
30, 0, 2.0416, 1
31, 0, 2.05696, 1
32, 0, 2.04317, 1
33, 0, 2.03699, 1
34, 0, 2.0337, 1
35, 0, 2.03853, 1
36, 0, 2.03933, 1
37, 0, 2.05568, 1
38, 0, 2.04173, 1
39, 0, 2.03571, 1
40, 0, 2.03562, 1
41, 0, 2.03878, 1
42, 0, 2.0367, 1
43, 0, 2.05862, 1
44, 0, 2.03981, 1
45, 0, 2.03619, 1
46, 0, 2.03366, 1
47, 0, 2.03571, 1
48, 0, 2.03782, 1
49, 0, 2.05667, 1
50, 0, 2.03552, 1
51, 0, 2.03984, 1
52, 0, 2.036, 1
53, 0, 2.03747, 1
54, 0, 2.03968, 1
55, 0, 2.05619, 1
56, 0, 2.03981, 1
57, 0, 2.03862, 1
58, 0, 2.03792, 1
59, 0, 2.03898, 1
60, 0, 2.03776, 1
61, 0, 2.05491, 1
62, 0, 2.03981, 1
63, 0, 2.03776, 1
64, 0, 2.04074, 1
65, 0, 2.04006, 1
66, 0, 2.0439, 1
67, 0, 1.94685, 1
68, 0, 1.91565, 1
69, 0, 1.91674, 1
70, 0, 1.8857, 1
71, 0, 1.8841, 1
72, 0, 1.88419, 1
73, 0, 1.87802, 1
74, 0, 1.87594, 1
75, 0, 1.87789, 1
76, 0, 1.8903, 1
77, 0, 1.88013, 1
78, 0, 1.87718, 1
79, 0, 1.87661, 1
80, 0, 1.8801, 1
81, 0, 1.87904, 1
82, 0, 1.87597, 1
83, 0, 1.8793, 1
84, 0, 1.88006, 1
85, 0, 1.87405, 1
86, 0, 1.87862, 1
87, 0, 1.87597, 1
88, 0, 1.87565, 1
89, 0, 1.88048, 1
90, 0, 1.88787, 1
91, 0, 1.87827, 1
92, 0, 1.87616, 1
93, 0, 1.8761, 1
94, 0, 1.88006, 1
95, 0, 1.87802, 1
96, 0, 1.87648, 1
97, 0, 1.87853, 1
98, 0, 1.88851, 1
99, 0, 1.87802, 1
100, 0, 1.87802, 1
101, 0, 1.87706, 1
102, 0, 1.88358, 1
103, 0, 1.87802, 1
104, 0, 1.8776, 1
105, 0, 1.87728, 1
106, 0, 1.87757, 1
107, 0, 1.87888, 1
108, 0, 1.87744, 1
109, 0, 1.87821, 1
110, 0, 1.87558, 1
