Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 2.05069, 1
3, 0, 1.68685, 1
4, 0, 1.68685, 1
5, 0, 1.84771, 1
6, 0, 1.69008, 1
7, 0, 2.0583, 1
8, 0, 2.05107, 1
9, 0, 2.0439, 1
10, 0, 2.04938, 1
11, 0, 2.06454, 1
12, 0, 2.04368, 1
13, 0, 2.04438, 1
14, 0, 2.04848, 1
15, 0, 2.048, 1
16, 0, 2.04595, 1
17, 0, 2.06438, 1
18, 0, 2.04851, 1
19, 0, 2.0479, 1
20, 0, 2.04525, 1
21, 0, 2.04141, 1
22, 0, 2.04448, 1
23, 0, 1.83146, 1
24, 0, 2.04013, 1
25, 0, 2.03981, 1
26, 0, 2.03776, 1
27, 0, 2.03798, 1
28, 0, 2.03821, 1
29, 0, 2.03722, 1
30, 0, 2.05786, 1
31, 0, 2.03981, 1
32, 0, 2.04102, 1
33, 0, 2.03776, 1
34, 0, 2.04323, 1
35, 0, 2.04186, 1
36, 0, 2.03619, 1
37, 0, 2.06029, 1
38, 0, 2.03581, 1
39, 0, 2.03571, 1
40, 0, 2.0385, 1
41, 0, 2.03776, 1
42, 0, 2.048, 1
43, 0, 2.04595, 1
44, 0, 2.04595, 1
45, 0, 2.07213, 1
46, 0, 2.05411, 1
47, 0, 2.04438, 1
48, 0, 2.0521, 1
49, 0, 2.04768, 1
50, 0, 2.04586, 1
51, 0, 2.06438, 1
52, 0, 2.04234, 1
53, 0, 1.93395, 1
54, 0, 1.92173, 1
55, 0, 1.91795, 1
56, 0, 1.8903, 1
57, 0, 1.87933, 1
58, 0, 1.87872, 1
59, 0, 1.87802, 1
60, 0, 1.8824, 1
61, 0, 1.87843, 1
62, 0, 1.89014, 1
63, 0, 1.88416, 1
64, 0, 1.87802, 1
65, 0, 1.87946, 1
66, 0, 1.87853, 1
67, 0, 1.88013, 1
68, 0, 1.88006, 1
69, 0, 1.87597, 1
70, 0, 1.87789, 1
71, 0, 1.87955, 1
72, 0, 1.87728, 1
73, 0, 1.87853, 1
74, 0, 1.88086, 1
75, 0, 1.88173, 1
76, 0, 1.8785, 1
77, 0, 1.87802, 1
78, 0, 1.88016, 1
79, 0, 1.88211, 1
80, 0, 1.88006, 1
81, 0, 1.87738, 1
82, 0, 1.88211, 1
83, 0, 1.88362, 1
84, 0, 1.88224, 1
85, 0, 1.88003, 1
86, 0, 1.87664, 1
87, 0, 1.88006, 1
88, 0, 1.87802, 1
89, 0, 1.87754, 1
90, 0, 1.87971, 1
91, 0, 1.88416, 1
92, 0, 1.88029, 1
93, 0, 1.8825, 1
94, 0, 1.87814, 1
95, 0, 1.88189, 1
96, 0, 1.88416, 1
97, 0, 1.88211, 1
98, 0, 1.88202, 1
99, 0, 1.88179, 1
100, 0, 1.88016, 1
101, 0, 1.87843, 1
102, 0, 1.88349, 1
103, 0, 1.88013, 1
104, 0, 1.87974, 1
105, 0, 1.87597, 1
106, 0, 1.88816, 1
107, 0, 1.88218, 1
108, 0, 1.8807, 1
109, 0, 1.87696, 1
110, 0, 1.88826, 1
