Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 0, 1
3, 0, 1.82477, 1
4, 0, 1.8439, 1
5, 0, 1.69165, 1
6, 0, 2.05533, 1
7, 0, 2.04742, 1
8, 0, 2.04621, 1
9, 0, 2.0416, 1
10, 0, 2.06227, 1
11, 0, 2.03981, 1
12, 0, 2.04637, 1
13, 0, 2.04419, 1
14, 0, 2.03981, 1
15, 0, 2.05005, 1
16, 0, 2.06243, 1
17, 0, 2.04371, 1
18, 0, 2.04579, 1
19, 0, 2.0439, 1
20, 0, 2.0439, 1
21, 0, 2.0439, 1
22, 0, 2.06294, 1
23, 0, 2.04045, 1
24, 0, 2.04326, 1
25, 0, 2.0439, 1
26, 0, 2.03581, 1
27, 0, 2.03776, 1
28, 0, 2.06029, 1
29, 0, 2.03366, 1
30, 0, 2.04509, 1
31, 0, 2.04483, 1
32, 0, 2.04122, 1
33, 0, 2.03776, 1
34, 0, 2.06234, 1
35, 0, 2.04822, 1
36, 0, 2.04403, 1
37, 0, 2.04518, 1
38, 0, 2.04544, 1
39, 0, 2.0439, 1
40, 0, 2.06192, 1
41, 0, 2.04291, 1
42, 0, 2.04352, 1
43, 0, 2.04032, 1
44, 0, 2.0433, 1
45, 0, 2.04186, 1
46, 0, 2.06355, 1
47, 0, 2.04326, 1
48, 0, 2.04109, 1
49, 0, 2.04186, 1
50, 0, 2.03872, 1
51, 0, 2.04189, 1
52, 0, 2.06262, 1
53, 0, 1.93939, 1
54, 0, 1.91693, 1
55, 0, 1.91888, 1
56, 0, 1.89059, 1
57, 0, 1.88291, 1
58, 0, 1.88182, 1
59, 0, 1.88291, 1
60, 0, 1.88579, 1
61, 0, 1.88416, 1
62, 0, 1.89005, 1
63, 0, 1.89232, 1
64, 0, 1.87658, 1
65, 0, 1.87984, 1
66, 0, 1.88003, 1
67, 0, 1.88355, 1
68, 0, 1.88211, 1
69, 0, 1.8793, 1
70, 0, 1.88205, 1
71, 0, 1.88195, 1
72, 0, 1.88208, 1
73, 0, 1.88006, 1
74, 0, 1.87766, 1
75, 0, 1.87802, 1
76, 0, 1.87978, 1
77, 0, 1.87821, 1
78, 0, 1.87802, 1
79, 0, 1.87718, 1
80, 0, 1.87811, 1
81, 0, 1.87802, 1
82, 0, 1.88138, 1
83, 0, 1.8743, 1
84, 0, 1.88013, 1
85, 0, 1.88067, 1
86, 0, 1.87597, 1
87, 0, 1.87955, 1
88, 0, 1.88006, 1
89, 0, 1.87597, 1
90, 0, 1.87888, 1
91, 0, 1.87597, 1
92, 0, 1.88211, 1
93, 0, 1.8895, 1
94, 0, 1.87862, 1
95, 0, 1.88416, 1
96, 0, 1.87981, 1
97, 0, 1.88851, 1
98, 0, 1.8839, 1
99, 0, 1.8824, 1
100, 0, 1.88003, 1
101, 0, 1.88176, 1
102, 0, 1.88006, 1
103, 0, 1.88211, 1
104, 0, 1.87917, 1
105, 0, 1.89018, 1
106, 0, 1.8807, 1
107, 0, 1.88006, 1
108, 0, 1.87997, 1
109, 0, 1.87792, 1
110, 0, 1.88269, 1
