Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_GI_Off
0, 0, 0, 1
1, 0, 0, 1
2, 0, 2.10579, 1
3, 0, 2.10579, 1
4, 0, 1.84368, 1
5, 0, 1.69194, 1
6, 0, 2.048, 1
7, 0, 2.0439, 1
8, 0, 2.04874, 1
9, 0, 2.04125, 1
10, 0, 2.04595, 1
11, 0, 2.0664, 1
12, 0, 2.04333, 1
13, 0, 2.04288, 1
14, 0, 2.04445, 1
15, 0, 2.04285, 1
16, 0, 2.04474, 1
17, 0, 2.06234, 1
18, 0, 2.04358, 1
19, 0, 2.03946, 1
20, 0, 2.03296, 1
21, 0, 2.03571, 1
22, 0, 2.03366, 1
23, 0, 2.05555, 1
24, 0, 2.03901, 1
25, 0, 2.04234, 1
26, 0, 2.03709, 1
27, 0, 2.03571, 1
28, 0, 2.03981, 1
29, 0, 2.05603, 1
30, 0, 2.0424, 1
31, 0, 2.03958, 1
32, 0, 2.03699, 1
33, 0, 2.03875, 1
34, 0, 2.04131, 1
35, 0, 2.06358, 1
36, 0, 2.03597, 1
37, 0, 2.04182, 1
38, 0, 2.03981, 1
39, 0, 2.04051, 1
40, 0, 2.04115, 1
41, 0, 2.0561, 1
42, 0, 2.03632, 1
43, 0, 2.04288, 1
44, 0, 2.04186, 1
45, 0, 2.0369, 1
46, 0, 2.03872, 1
47, 0, 2.05613, 1
48, 0, 2.03725, 1
49, 0, 2.04186, 1
50, 0, 2.03782, 1
51, 0, 1.93453, 1
52, 0, 1.91517, 1
53, 0, 1.92022, 1
54, 0, 1.87818, 1
55, 0, 1.87802, 1
56, 0, 1.87677, 1
57, 0, 1.88627, 1
58, 0, 1.88416, 1
59, 0, 1.88093, 1
60, 0, 1.88592, 1
61, 0, 1.87843, 1
62, 0, 1.88208, 1
63, 0, 1.87987, 1
64, 0, 1.88006, 1
65, 0, 1.87667, 1
66, 0, 1.87632, 1
67, 0, 1.87802, 1
68, 0, 1.87914, 1
69, 0, 1.87741, 1
70, 0, 1.87965, 1
71, 0, 1.87939, 1
72, 0, 1.87846, 1
73, 0, 1.87632, 1
74, 0, 1.87834, 1
75, 0, 1.87802, 1
76, 0, 1.87968, 1
77, 0, 1.87472, 1
78, 0, 1.8744, 1
79, 0, 1.87782, 1
80, 0, 1.87613, 1
81, 0, 1.87856, 1
82, 0, 1.88003, 1
83, 0, 1.87907, 1
84, 0, 1.87837, 1
85, 0, 1.87802, 1
86, 0, 1.8761, 1
87, 0, 1.87552, 1
88, 0, 1.87715, 1
89, 0, 1.87667, 1
90, 0, 1.88006, 1
91, 0, 1.87715, 1
92, 0, 1.87594, 1
93, 0, 1.87952, 1
94, 0, 1.88416, 1
95, 0, 1.8769, 1
96, 0, 1.87597, 1
97, 0, 1.87776, 1
98, 0, 1.87693, 1
99, 0, 1.87802, 1
100, 0, 1.87597, 1
101, 0, 1.87693, 1
102, 0, 1.87869, 1
103, 0, 1.88006, 1
104, 0, 1.87853, 1
105, 0, 1.87632, 1
106, 0, 1.87648, 1
107, 0, 1.87485, 1
108, 0, 1.88006, 1
109, 0, 1.87776, 1
110, 0, 1.87709, 1
