Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.6305, 0, 1
3, 5.29408, 1.84794, 1
4, 5.35757, 1.84701, 1
5, 5.35962, 1.85616, 1
6, 5.31661, 1.8399, 1
7, 5.32723, 1.84931, 1
8, 5.4583, 2.0449, 1
9, 5.50589, 1.69734, 1
10, 5.43114, 1.84365, 1
11, 5.49478, 1.69731, 1
12, 5.42275, 1.84202, 1
13, 5.48438, 1.84534, 1
14, 5.45779, 1.84554, 1
15, 5.46589, 1.84525, 1
16, 5.48019, 1.84982, 1
17, 5.45962, 1.84688, 1
18, 5.45933, 1.84115, 1
19, 5.51526, 1.8424, 1
20, 5.50278, 1.84442, 1
21, 5.44563, 1.84227, 1
22, 5.47226, 1.8432, 1
23, 5.47507, 1.8449, 1
24, 5.45837, 1.84227, 1
25, 5.46816, 1.83965, 1
26, 5.45622, 1.8423, 1
27, 5.48067, 1.84323, 1
28, 5.46419, 1.84214, 1
29, 5.45491, 1.84138, 1
30, 5.49606, 1.83952, 1
31, 5.49888, 1.84262, 1
32, 5.47373, 1.84259, 1
33, 5.45859, 1.83914, 1
34, 5.50858, 1.84525, 1
35, 5.50979, 1.84419, 1
36, 5.47626, 1.8409, 1
37, 5.47635, 1.84131, 1
38, 5.37616, 1.84115, 1
39, 5.3991, 1.84131, 1
40, 5.4192, 1.84154, 1
41, 5.32035, 1.68944, 1
42, 5.36781, 1.8441, 1
43, 5.33229, 1.84115, 1
44, 4.9193, 1.84115, 1
45, 5.32256, 1.84947, 1
46, 5.31645, 1.84118, 1
47, 5.29414, 1.84445, 1
48, 5.29408, 1.84048, 1
49, 5.32275, 1.8432, 1
50, 5.28406, 1.84378, 1
51, 5.32685, 1.84115, 1
52, 5.32307, 1.84317, 1
53, 5.40051, 1.84288, 1
54, 5.35142, 1.83718, 1
55, 5.52144, 1.84237, 1
56, 5.31661, 1.84032, 1
57, 5.31661, 1.8432, 1
58, 5.53117, 1.84189, 1
59, 5.31699, 1.84115, 1
60, 5.32246, 1.8447, 1
61, 5.32915, 1.84118, 1
62, 5.33306, 1.83974, 1
63, 5.32461, 1.84525, 1
64, 5.34323, 1.84218, 1
65, 5.31046, 1.84464, 1
66, 5.376, 1.83747, 1
67, 5.54314, 1.84112, 1
68, 5.52563, 1.8391, 1
69, 5.55149, 1.84304, 1
70, 5.37805, 1.8415, 1
71, 5.33914, 1.68749, 1
72, 5.31469, 1.83926, 1
73, 5.52752, 1.84326, 1
74, 5.53338, 1.84304, 1
75, 5.5385, 1.83728, 1
76, 5.35552, 1.83786, 1
77, 5.55293, 1.83894, 1
78, 5.36467, 1.68672, 1
79, 5.30682, 1.8473, 1
80, 5.55779, 1.84512, 1
81, 5.52474, 1.83782, 1
82, 5.34938, 1.83699, 1
83, 5.52122, 1.83933, 1
84, 5.36794, 1.84118, 1
85, 5.38182, 1.83926, 1
86, 5.36166, 1.84054, 1
87, 5.3729, 1.83907, 1
88, 5.53443, 1.84106, 1
89, 5.35507, 1.84115, 1
90, 5.53114, 1.83955, 1
