Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.9641, 0, 1
3, 5.57226, 1.84525, 1
4, 5.72368, 1.89213, 1
5, 5.47021, 1.8473, 1
6, 5.03808, 1.84525, 1
7, 5.44768, 1.85184, 1
8, 5.03808, 1.84602, 1
9, 5.45178, 1.85382, 1
10, 5.02608, 1.84934, 1
11, 5.17939, 1.84784, 1
12, 5.48813, 1.84538, 1
13, 5.20442, 1.84272, 1
14, 5.03005, 1.8473, 1
15, 5.04522, 1.8536, 1
16, 5.49274, 1.84403, 1
17, 5.40442, 1.84118, 1
18, 5.41082, 1.84509, 1
19, 5.23878, 1.84525, 1
20, 5.02237, 1.84864, 1
21, 5.23763, 1.85008, 1
22, 5.47274, 1.84282, 1
23, 5.21978, 1.84496, 1
24, 5.05459, 1.8417, 1
25, 5.38624, 1.85098, 1
26, 5.39891, 1.8399, 1
27, 5.21402, 1.84458, 1
28, 5.48621, 1.84115, 1
29, 5.40714, 1.8391, 1
30, 5.38422, 1.83715, 1
31, 5.03757, 1.84115, 1
32, 5.42605, 1.84371, 1
33, 5.03574, 1.83914, 1
34, 5.26858, 1.8463, 1
35, 5.04854, 1.85498, 1
36, 5.01555, 1.85283, 1
37, 5.34822, 1.8391, 1
38, 5.03373, 1.84112, 1
39, 5.31994, 1.83562, 1
40, 5.04118, 1.83501, 1
41, 5.03754, 1.84304, 1
42, 5.09133, 1.8391, 1
43, 5.04656, 1.84832, 1
44, 5.01507, 1.85056, 1
45, 5.05069, 1.84934, 1
46, 5.03059, 1.8432, 1
47, 5.02086, 1.84525, 1
48, 5.02992, 1.84675, 1
49, 5.02986, 1.84522, 1
50, 5.03536, 1.8473, 1
51, 5.02003, 1.84534, 1
52, 5.03168, 1.84141, 1
53, 5.06506, 1.84282, 1
54, 5.02733, 1.84115, 1
55, 5.03795, 1.84467, 1
56, 5.04218, 1.84128, 1
57, 5.02819, 1.8432, 1
58, 5.02579, 1.84294, 1
59, 5.04147, 1.8455, 1
60, 5.03603, 1.84317, 1
61, 5.02045, 1.84362, 1
62, 5.05069, 1.84115, 1
63, 5.25114, 1.84627, 1
64, 5.0184, 1.84774, 1
65, 5.03181, 1.84541, 1
66, 5.03395, 1.84339, 1
67, 5.26547, 1.8473, 1
68, 5.02579, 1.84, 1
69, 5.03795, 1.8432, 1
70, 5.04147, 1.8432, 1
71, 5.02714, 1.84214, 1
72, 5.26384, 1.8432, 1
73, 5.00941, 1.84128, 1
74, 5.03805, 1.84496, 1
75, 5.0201, 1.84374, 1
76, 5.03485, 1.83984, 1
77, 5.03181, 1.8391, 1
78, 5.04592, 1.84525, 1
79, 4.99885, 1.84723, 1
80, 5.03827, 1.8432, 1
81, 5.25162, 1.84256, 1
82, 5.0264, 1.84115, 1
83, 5.01779, 1.8432, 1
84, 5.36438, 1.84387, 1
85, 5.37904, 1.84128, 1
86, 5.2879, 1.83565, 1
87, 5.30842, 1.8432, 1
88, 5.30835, 1.83552, 1
89, 5.29923, 1.84086, 1
90, 5.35162, 1.83658, 1
