Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.08538, 0, 1
3, 5.37837, 1.84317, 1
4, 5.07149, 1.8505, 1
5, 5.45082, 2.0439, 1
6, 5.48272, 1.69779, 1
7, 5.0688, 1.84906, 1
8, 5.48851, 1.84358, 1
9, 5.42899, 1.84483, 1
10, 5.50093, 1.69725, 1
11, 5.43539, 1.83923, 1
12, 5.48896, 1.8432, 1
13, 5.4617, 1.84714, 1
14, 5.43539, 1.84067, 1
15, 5.5023, 1.84595, 1
16, 5.48093, 1.84534, 1
17, 5.46816, 1.83984, 1
18, 5.45587, 1.84115, 1
19, 5.49274, 1.84499, 1
20, 5.46842, 1.84115, 1
21, 5.4743, 1.84205, 1
22, 5.45315, 1.84118, 1
23, 5.45178, 1.84163, 1
24, 5.47312, 1.83981, 1
25, 5.44358, 1.83872, 1
26, 5.4377, 1.84128, 1
27, 5.46224, 1.84125, 1
28, 5.47286, 1.8391, 1
29, 5.43014, 1.84138, 1
30, 5.46237, 1.83501, 1
31, 5.44726, 1.8383, 1
32, 5.49888, 1.83501, 1
33, 5.46054, 1.8383, 1
34, 5.46816, 1.83808, 1
35, 5.49456, 1.8431, 1
36, 5.37805, 1.8392, 1
37, 5.39571, 1.84013, 1
38, 5.54189, 1.68765, 1
39, 5.27565, 1.83789, 1
40, 5.37786, 1.83706, 1
41, 5.3207, 1.8391, 1
42, 5.53779, 1.84115, 1
43, 5.51117, 1.83722, 1
44, 5.33286, 1.83766, 1
45, 5.50912, 1.8432, 1
46, 5.35734, 1.84074, 1
47, 5.50707, 1.83853, 1
48, 5.52886, 1.83501, 1
49, 5.51731, 1.8391, 1
50, 5.53165, 1.83706, 1
51, 5.35898, 1.8367, 1
52, 5.50704, 1.83933, 1
53, 5.31475, 1.84102, 1
54, 5.50861, 1.83706, 1
55, 5.34733, 1.8391, 1
56, 5.50442, 1.68419, 1
57, 5.34179, 1.8352, 1
58, 5.30269, 1.83501, 1
59, 5.52346, 1.83741, 1
60, 5.32445, 1.83638, 1
61, 5.26506, 1.84182, 1
62, 5.28176, 1.8391, 1
63, 5.28422, 1.83962, 1
64, 5.30374, 1.8432, 1
65, 5.29773, 1.8391, 1
66, 5.29274, 1.83504, 1
67, 5.29059, 1.83622, 1
68, 5.30298, 1.8391, 1
69, 5.28566, 1.83875, 1
70, 5.32042, 1.83728, 1
71, 5.376, 1.8391, 1
72, 5.30429, 1.68365, 1
73, 5.51075, 1.83898, 1
74, 5.31709, 1.83635, 1
75, 5.52822, 1.83587, 1
76, 5.32816, 1.83946, 1
77, 5.2937, 1.83741, 1
78, 5.51952, 1.84141, 1
79, 5.38957, 1.84115, 1
80, 5.28717, 1.83907, 1
81, 5.52365, 1.83981, 1
82, 5.53338, 1.8369, 1
83, 5.53779, 1.84086, 1
84, 5.51926, 1.83709, 1
85, 5.52838, 1.83376, 1
86, 5.31907, 1.8367, 1
87, 5.53187, 1.83827, 1
88, 5.34118, 1.83379, 1
89, 5.30842, 1.8391, 1
90, 5.34669, 1.8416, 1
