Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.57466, 0, 1
3, 5.28794, 1.84317, 1
4, 5.39648, 1.69664, 1
5, 5.37034, 1.84419, 1
6, 5.32106, 1.84189, 1
7, 5.59357, 1.8465, 1
8, 5.49427, 1.8416, 1
9, 5.43843, 1.8432, 1
10, 5.45587, 1.84787, 1
11, 5.51878, 1.84182, 1
12, 5.49466, 1.84294, 1
13, 5.50224, 1.84509, 1
14, 5.48045, 1.84765, 1
15, 5.50707, 1.8432, 1
16, 5.46566, 1.84115, 1
17, 5.48326, 1.84451, 1
18, 5.50298, 1.84026, 1
19, 5.50851, 1.8504, 1
20, 5.46134, 1.84886, 1
21, 5.47974, 1.83891, 1
22, 5.48934, 1.84115, 1
23, 5.48262, 1.84067, 1
24, 5.49683, 1.84077, 1
25, 5.46973, 1.84048, 1
26, 5.47715, 1.84106, 1
27, 5.51885, 1.84246, 1
28, 5.4481, 1.83891, 1
29, 5.47069, 1.84083, 1
30, 5.51322, 1.8385, 1
31, 5.49478, 1.8391, 1
32, 5.46096, 1.83501, 1
33, 5.46611, 1.83674, 1
34, 5.49299, 1.84144, 1
35, 5.49402, 1.84525, 1
36, 5.44563, 1.83706, 1
37, 5.49882, 1.83734, 1
38, 5.37354, 1.84115, 1
39, 5.35757, 1.83856, 1
40, 5.36371, 1.84115, 1
41, 5.31392, 1.83798, 1
42, 5.34528, 1.83898, 1
43, 5.30842, 1.84096, 1
44, 5.33648, 1.83709, 1
45, 5.32685, 1.83754, 1
46, 5.36781, 1.84291, 1
47, 5.31747, 1.83888, 1
48, 5.52528, 1.83987, 1
49, 5.31456, 1.84131, 1
50, 5.30243, 1.84112, 1
51, 5.37427, 1.84131, 1
52, 5.32794, 1.83517, 1
53, 5.3704, 1.8369, 1
54, 5.5255, 1.83523, 1
55, 5.52998, 1.83885, 1
56, 5.37715, 1.83811, 1
57, 5.30227, 1.68486, 1
58, 5.54576, 1.8369, 1
59, 5.34323, 1.83757, 1
60, 5.53325, 1.68346, 1
61, 5.52771, 1.83827, 1
62, 5.34058, 1.83376, 1
63, 5.53619, 1.8383, 1
64, 5.35005, 1.84061, 1
65, 5.5296, 1.84317, 1
66, 5.32656, 1.83725, 1
67, 5.53949, 1.8377, 1
68, 5.3535, 1.83702, 1
69, 5.376, 1.6855, 1
70, 5.3248, 1.83818, 1
71, 5.3207, 1.84099, 1
72, 5.54, 1.84115, 1
73, 5.52246, 1.68362, 1
74, 5.31251, 1.83706, 1
75, 5.52582, 1.83894, 1
76, 5.34486, 1.83488, 1
77, 5.52701, 1.83718, 1
78, 5.33552, 1.83706, 1
79, 5.39114, 1.84285, 1
80, 5.54541, 1.83734, 1
81, 5.34368, 1.83706, 1
82, 5.33094, 1.8345, 1
83, 5.35798, 1.83622, 1
84, 5.34925, 1.83974, 1
85, 5.34323, 1.83738, 1
86, 5.53165, 1.8377, 1
87, 5.35069, 1.83706, 1
88, 5.52374, 1.8391, 1
89, 5.3224, 1.83706, 1
90, 5.55418, 1.83898, 1
