Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.87226, 0, 1
3, 5.36291, 1.8431, 1
4, 5.17958, 1.85587, 1
5, 5.07238, 1.69552, 1
6, 5.18669, 1.69424, 1
7, 5.4313, 1.69206, 1
8, 5.49622, 1.6953, 1
9, 5.41872, 1.84346, 1
10, 5.50394, 1.84934, 1
11, 5.51526, 1.84458, 1
12, 5.48733, 1.84131, 1
13, 5.46886, 1.84858, 1
14, 5.47094, 1.84259, 1
15, 5.4881, 1.8471, 1
16, 5.49536, 1.8432, 1
17, 5.49101, 1.84339, 1
18, 5.49888, 1.84019, 1
19, 5.47888, 1.84211, 1
20, 5.49747, 1.84771, 1
21, 5.48986, 1.8391, 1
22, 5.50109, 1.8391, 1
23, 5.43494, 1.84141, 1
24, 5.4784, 1.84198, 1
25, 5.48525, 1.84314, 1
26, 5.47434, 1.84538, 1
27, 5.48794, 1.84192, 1
28, 5.51126, 1.8376, 1
29, 5.45734, 1.83795, 1
30, 5.49888, 1.83846, 1
31, 5.50416, 1.83706, 1
32, 5.47181, 1.83712, 1
33, 5.46221, 1.83747, 1
34, 5.4863, 1.84115, 1
35, 5.51613, 1.84115, 1
36, 5.36368, 1.83987, 1
37, 5.3719, 1.83706, 1
38, 5.39821, 1.8369, 1
39, 5.37616, 1.8391, 1
40, 5.36643, 1.68346, 1
41, 5.35043, 1.83837, 1
42, 5.51094, 1.84176, 1
43, 5.51731, 1.83728, 1
44, 5.54672, 1.83898, 1
45, 5.5223, 1.68435, 1
46, 5.35539, 1.8377, 1
47, 5.34115, 1.68362, 1
48, 5.33494, 1.84115, 1
49, 4.9175, 1.84102, 1
50, 5.30637, 1.83632, 1
51, 5.51936, 1.83766, 1
52, 5.51274, 1.8391, 1
53, 5.51235, 1.68346, 1
54, 5.36886, 1.83389, 1
55, 5.49965, 1.83501, 1
56, 5.51322, 1.83763, 1
57, 5.35974, 1.8391, 1
58, 5.51936, 1.83738, 1
59, 5.51891, 1.83443, 1
60, 5.51606, 1.8391, 1
61, 5.49293, 1.83421, 1
62, 5.50707, 1.84115, 1
63, 5.31462, 1.83603, 1
64, 5.52944, 1.84262, 1
65, 5.29744, 1.83706, 1
66, 5.26029, 1.83626, 1
67, 5.32275, 1.84058, 1
68, 5.50429, 1.83942, 1
69, 5.50515, 1.8409, 1
70, 5.52973, 1.83677, 1
71, 5.30685, 1.83722, 1
72, 5.36541, 1.83706, 1
73, 5.34118, 1.83779, 1
74, 5.52426, 1.68502, 1
75, 5.51382, 1.83568, 1
76, 5.49478, 1.83706, 1
77, 5.33427, 1.68586, 1
78, 5.34358, 1.83923, 1
79, 5.39264, 1.84314, 1
80, 5.50845, 1.8391, 1
81, 5.52285, 1.83696, 1
82, 5.35507, 1.83501, 1
83, 5.52141, 1.68502, 1
84, 5.31341, 1.83638, 1
85, 5.30691, 1.68413, 1
86, 5.31046, 1.8391, 1
87, 5.52141, 1.8368, 1
88, 5.34656, 1.83507, 1
89, 5.34528, 1.83661, 1
90, 5.33088, 1.83725, 1
