Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.59504, 0, 1
3, 5.2791, 1.82272, 1
4, 5.43002, 1.8473, 1
5, 5.05203, 1.84934, 1
6, 5.55043, 2.04227, 1
7, 5.42102, 1.84595, 1
8, 5.46906, 1.84624, 1
9, 5.47635, 1.84525, 1
10, 5.48096, 1.84394, 1
11, 5.4601, 1.84208, 1
12, 5.5032, 1.84403, 1
13, 5.44026, 1.84531, 1
14, 5.4313, 1.8424, 1
15, 5.46202, 1.8432, 1
16, 5.50899, 1.84416, 1
17, 5.44358, 1.84234, 1
18, 5.46141, 1.84115, 1
19, 5.46886, 1.84243, 1
20, 5.49683, 1.84358, 1
21, 5.43536, 1.84205, 1
22, 5.46202, 1.84074, 1
23, 5.45357, 1.84115, 1
24, 5.49958, 1.83872, 1
25, 5.48426, 1.84506, 1
26, 5.44154, 1.83917, 1
27, 5.46611, 1.8432, 1
28, 5.50093, 1.8393, 1
29, 5.4817, 1.83856, 1
30, 5.5009, 1.83501, 1
31, 5.45997, 1.83549, 1
32, 5.46422, 1.83587, 1
33, 5.47606, 1.83712, 1
34, 5.45792, 1.8432, 1
35, 5.4864, 1.84397, 1
36, 5.49683, 1.83869, 1
37, 5.4064, 1.83971, 1
38, 5.32109, 1.83434, 1
39, 5.33277, 1.84086, 1
40, 5.51238, 1.8369, 1
41, 5.52714, 1.83533, 1
42, 5.3401, 1.83507, 1
43, 5.53962, 1.84048, 1
44, 5.2903, 1.84218, 1
45, 5.29613, 1.84157, 1
46, 5.32227, 1.84525, 1
47, 5.49229, 1.84144, 1
48, 5.35283, 1.83773, 1
49, 5.51725, 1.8432, 1
50, 5.38419, 1.8391, 1
51, 5.27443, 1.83808, 1
52, 5.28384, 1.83917, 1
53, 5.27859, 1.83549, 1
54, 5.36573, 1.83936, 1
55, 5.50554, 1.83814, 1
56, 5.50634, 1.83888, 1
57, 5.34694, 1.8383, 1
58, 5.33763, 1.68544, 1
59, 5.36998, 1.8391, 1
60, 5.50749, 1.83894, 1
61, 5.34966, 1.83702, 1
62, 5.36154, 1.83546, 1
63, 5.53165, 1.68669, 1
64, 5.5313, 1.84134, 1
65, 5.30842, 1.84102, 1
66, 5.31082, 1.83482, 1
67, 5.50947, 1.83712, 1
68, 5.36771, 1.83546, 1
69, 5.29558, 1.83501, 1
70, 5.51421, 1.83795, 1
71, 5.28954, 1.83523, 1
72, 5.51731, 1.83469, 1
73, 5.29408, 1.8408, 1
74, 5.51738, 1.83955, 1
75, 5.33546, 1.83888, 1
76, 5.52755, 1.68234, 1
77, 5.54022, 1.83744, 1
78, 5.51322, 1.83674, 1
79, 5.33094, 1.68851, 1
80, 5.51686, 1.84496, 1
81, 5.31251, 1.83757, 1
82, 5.35347, 1.8391, 1
83, 5.35562, 1.83706, 1
84, 5.35757, 1.68346, 1
85, 5.33933, 1.83782, 1
86, 5.30262, 1.83862, 1
87, 5.31309, 1.83888, 1
88, 5.5144, 1.83856, 1
89, 5.52678, 1.83901, 1
90, 5.53133, 1.83565, 1
