Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.04128, 0, 1
3, 5.2391, 1.84832, 1
4, 5.23738, 1.85555, 1
5, 5.43968, 1.84694, 1
6, 5.45523, 1.84944, 1
7, 5.42966, 1.8448, 1
8, 5.49027, 1.84678, 1
9, 5.43536, 1.84563, 1
10, 5.4399, 1.84525, 1
11, 5.45792, 1.8473, 1
12, 5.45565, 1.84115, 1
13, 5.50893, 1.84198, 1
14, 5.44358, 1.84518, 1
15, 5.43904, 1.8424, 1
16, 5.48454, 1.84045, 1
17, 5.4584, 1.84326, 1
18, 5.45526, 1.8391, 1
19, 5.49258, 1.84339, 1
20, 5.47094, 1.84698, 1
21, 5.46822, 1.84144, 1
22, 5.4633, 1.84224, 1
23, 5.4784, 1.84342, 1
24, 5.49046, 1.84326, 1
25, 5.50755, 1.8432, 1
26, 5.44768, 1.83968, 1
27, 5.46202, 1.84234, 1
28, 5.51104, 1.84106, 1
29, 5.48122, 1.84061, 1
30, 5.46362, 1.8409, 1
31, 5.49754, 1.84112, 1
32, 5.48506, 1.84365, 1
33, 5.49325, 1.84317, 1
34, 5.52726, 1.84509, 1
35, 5.3961, 1.83923, 1
36, 5.35603, 1.84189, 1
37, 5.35757, 1.8391, 1
38, 5.53354, 1.8391, 1
39, 5.54125, 1.83603, 1
40, 5.54858, 1.84115, 1
41, 5.37226, 1.84115, 1
42, 5.52755, 1.6855, 1
43, 5.41904, 1.8399, 1
44, 5.34342, 1.83706, 1
45, 5.27974, 1.8473, 1
46, 5.51587, 1.84054, 1
47, 5.36118, 1.84006, 1
48, 5.3801, 1.84125, 1
49, 5.53392, 1.84614, 1
50, 5.52707, 1.84435, 1
51, 5.37622, 1.83939, 1
52, 5.33571, 1.6896, 1
53, 5.29408, 1.84406, 1
54, 5.3023, 1.84109, 1
55, 5.54026, 1.84157, 1
56, 5.52819, 1.8393, 1
57, 5.52243, 1.84115, 1
58, 5.30637, 1.83965, 1
59, 5.34282, 1.84243, 1
60, 5.32794, 1.84314, 1
61, 5.32938, 1.84141, 1
62, 5.38384, 1.8391, 1
63, 5.36285, 1.84003, 1
64, 5.33709, 1.84166, 1
65, 5.53072, 1.84128, 1
66, 5.54576, 1.84115, 1
67, 5.53984, 1.84317, 1
68, 5.53123, 1.83882, 1
69, 5.3168, 1.8391, 1
70, 5.3695, 1.83907, 1
71, 5.36576, 1.83706, 1
72, 5.51725, 1.68704, 1
73, 5.52294, 1.84134, 1
74, 5.36912, 1.83907, 1
75, 5.3375, 1.84106, 1
76, 5.5337, 1.8391, 1
77, 5.33027, 1.8391, 1
78, 5.54819, 1.84141, 1
79, 5.37587, 1.84509, 1
80, 5.3896, 1.84115, 1
81, 5.34938, 1.84298, 1
82, 5.53174, 1.68928, 1
83, 5.33299, 1.83795, 1
84, 5.52893, 1.83853, 1
85, 5.52346, 1.84045, 1
86, 5.53472, 1.8391, 1
87, 5.50726, 1.83808, 1
88, 5.52346, 1.84125, 1
89, 5.3384, 1.83894, 1
90, 5.33504, 1.84054, 1
