Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.28154, 0, 1
3, 5.18522, 1.69533, 1
4, 5.38864, 1.84541, 1
5, 5.35757, 1.86461, 1
6, 5.2856, 1.848, 1
7, 5.1944, 1.7015, 1
8, 5.42694, 1.8455, 1
9, 5.50691, 1.69779, 1
10, 5.43958, 1.84848, 1
11, 5.47914, 1.8473, 1
12, 5.45974, 1.8473, 1
13, 5.46816, 1.8471, 1
14, 5.46816, 1.84355, 1
15, 5.50192, 1.84432, 1
16, 5.44074, 1.8455, 1
17, 5.46979, 1.84461, 1
18, 5.47501, 1.84067, 1
19, 5.51117, 1.8455, 1
20, 5.46406, 1.8432, 1
21, 5.46902, 1.84346, 1
22, 5.48496, 1.83933, 1
23, 5.50816, 1.8391, 1
24, 5.46816, 1.8391, 1
25, 5.46957, 1.84317, 1
26, 5.49069, 1.8432, 1
27, 5.48864, 1.84115, 1
28, 5.48413, 1.84266, 1
29, 5.48048, 1.84458, 1
30, 5.47021, 1.83846, 1
31, 5.52307, 1.83709, 1
32, 5.49245, 1.83747, 1
33, 5.44067, 1.83853, 1
34, 5.50707, 1.84144, 1
35, 5.50298, 1.8393, 1
36, 5.47226, 1.83706, 1
37, 5.50019, 1.83939, 1
38, 5.37222, 1.8415, 1
39, 5.39872, 1.83658, 1
40, 5.40877, 1.83926, 1
41, 5.53322, 1.68563, 1
42, 5.53011, 1.83706, 1
43, 5.3561, 1.8336, 1
44, 5.38829, 1.83731, 1
45, 5.51472, 1.83702, 1
46, 5.36144, 1.84122, 1
47, 5.52141, 1.8391, 1
48, 5.32685, 1.83926, 1
49, 5.38733, 1.84291, 1
50, 5.53165, 1.8391, 1
51, 5.53158, 1.83706, 1
52, 5.2927, 1.83773, 1
53, 5.37062, 1.83706, 1
54, 5.37805, 1.83827, 1
55, 5.28701, 1.83661, 1
56, 5.5408, 1.84083, 1
57, 5.31536, 1.83786, 1
58, 5.54554, 1.83722, 1
59, 5.51706, 1.83494, 1
60, 5.5216, 1.83578, 1
61, 5.52909, 1.83706, 1
62, 5.37296, 1.83392, 1
63, 5.53709, 1.83706, 1
64, 5.33027, 1.84262, 1
65, 5.35757, 1.84026, 1
66, 5.34106, 1.83706, 1
67, 5.52141, 1.83398, 1
68, 5.35939, 1.84074, 1
69, 5.39498, 1.83962, 1
70, 5.53696, 1.8391, 1
71, 5.52403, 1.8391, 1
72, 5.35347, 1.83603, 1
73, 5.52794, 1.68496, 1
74, 5.35917, 1.83728, 1
75, 5.51117, 1.6855, 1
76, 5.36144, 1.8368, 1
77, 5.31117, 1.684, 1
78, 5.52992, 1.8391, 1
79, 5.30432, 1.84154, 1
80, 5.50694, 1.83798, 1
81, 5.34611, 1.8384, 1
82, 5.35642, 1.6832, 1
83, 5.52141, 1.83706, 1
84, 5.50144, 1.8369, 1
85, 5.54794, 1.68394, 1
86, 5.51725, 1.83517, 1
87, 5.54394, 1.83706, 1
88, 5.5255, 1.83808, 1
89, 5.52966, 1.8352, 1
90, 5.5255, 1.83818, 1
