Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.748, 0, 1
3, 5.06202, 1.69354, 1
4, 5.3719, 1.84611, 1
5, 5.38189, 1.85562, 1
6, 5.27811, 1.84618, 1
7, 5.1255, 1.84934, 1
8, 5.07085, 2.03728, 1
9, 5.46438, 1.85059, 1
10, 5.42899, 1.84621, 1
11, 5.51037, 1.84525, 1
12, 5.44326, 1.84438, 1
13, 5.47469, 1.8457, 1
14, 5.4807, 1.84173, 1
15, 5.46218, 1.84499, 1
16, 5.51354, 1.8432, 1
17, 5.43754, 1.84326, 1
18, 5.4313, 1.83872, 1
19, 5.52899, 1.84531, 1
20, 5.46957, 1.84227, 1
21, 5.48275, 1.83891, 1
22, 5.46218, 1.84454, 1
23, 5.49763, 1.83904, 1
24, 5.4593, 1.84115, 1
25, 5.47021, 1.84198, 1
26, 5.44794, 1.8393, 1
27, 5.48304, 1.83805, 1
28, 5.44861, 1.83971, 1
29, 5.4464, 1.84035, 1
30, 5.45181, 1.83923, 1
31, 5.48454, 1.8439, 1
32, 5.46512, 1.84243, 1
33, 5.46339, 1.84102, 1
34, 5.50093, 1.8433, 1
35, 5.47453, 1.84429, 1
36, 5.46406, 1.84278, 1
37, 5.4505, 1.8391, 1
38, 5.4143, 1.83859, 1
39, 5.56944, 1.84336, 1
40, 5.54579, 1.84442, 1
41, 5.34938, 1.8401, 1
42, 5.34822, 1.83728, 1
43, 5.51325, 1.84016, 1
44, 5.37328, 1.83939, 1
45, 5.29411, 1.68742, 1
46, 5.36685, 1.84122, 1
47, 5.52346, 1.84115, 1
48, 5.35498, 1.84381, 1
49, 5.50723, 1.84275, 1
50, 5.5159, 1.84173, 1
51, 5.32787, 1.8409, 1
52, 5.29072, 1.68624, 1
53, 5.31866, 1.84314, 1
54, 5.53642, 1.84208, 1
55, 5.51869, 1.84106, 1
56, 5.52954, 1.83747, 1
57, 5.52515, 1.83734, 1
58, 5.54394, 1.83718, 1
59, 5.35981, 1.83603, 1
60, 5.30227, 1.68714, 1
61, 5.52586, 1.83888, 1
62, 5.34186, 1.83946, 1
63, 5.26861, 1.68749, 1
64, 5.33312, 1.84784, 1
65, 5.31456, 1.84416, 1
66, 5.35946, 1.83891, 1
67, 5.5337, 1.84077, 1
68, 5.52528, 1.83987, 1
69, 5.51731, 1.84077, 1
70, 5.36102, 1.83706, 1
71, 5.55827, 1.68803, 1
72, 5.34304, 1.83696, 1
73, 5.52346, 1.84288, 1
74, 5.32093, 1.83962, 1
75, 5.53155, 1.84118, 1
76, 5.52154, 1.84035, 1
77, 5.39034, 1.84038, 1
78, 5.54016, 1.83923, 1
79, 5.31456, 1.83958, 1
80, 5.36576, 1.84358, 1
81, 5.53501, 1.84115, 1
82, 5.31731, 1.84048, 1
83, 5.32528, 1.84115, 1
84, 5.37795, 1.84166, 1
85, 5.3759, 1.83738, 1
86, 5.52512, 1.83661, 1
87, 5.51616, 1.8392, 1
88, 5.52723, 1.8401, 1
89, 5.3689, 1.83821, 1
90, 5.32717, 1.83786, 1
