Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.62464, 0, 1
3, 5.27654, 1.84458, 1
4, 5.28422, 1.84998, 1
5, 5.42762, 1.69574, 1
6, 5.28813, 1.84934, 1
7, 5.55213, 1.84115, 1
8, 5.42352, 1.8432, 1
9, 5.48554, 1.69965, 1
10, 5.4784, 1.84525, 1
11, 5.44803, 1.84538, 1
12, 5.44486, 1.8433, 1
13, 5.48864, 1.84525, 1
14, 5.4824, 1.84698, 1
15, 5.48659, 1.8473, 1
16, 5.44035, 1.84758, 1
17, 5.44115, 1.84323, 1
18, 5.49274, 1.84282, 1
19, 5.48397, 1.84515, 1
20, 5.45507, 1.84419, 1
21, 5.45171, 1.84304, 1
22, 5.49846, 1.84115, 1
23, 5.47226, 1.844, 1
24, 5.48099, 1.84253, 1
25, 5.47738, 1.84291, 1
26, 5.49414, 1.84131, 1
27, 5.4543, 1.84499, 1
28, 5.47699, 1.84323, 1
29, 5.46266, 1.83731, 1
30, 5.51158, 1.83654, 1
31, 5.47482, 1.84358, 1
32, 5.48262, 1.8391, 1
33, 5.50403, 1.84077, 1
34, 5.49642, 1.84157, 1
35, 5.50874, 1.84166, 1
36, 5.47021, 1.83706, 1
37, 5.4761, 1.84317, 1
38, 5.39443, 1.83878, 1
39, 5.40672, 1.84275, 1
40, 5.34947, 1.84115, 1
41, 5.52931, 1.83725, 1
42, 5.29014, 1.84115, 1
43, 5.35149, 1.84333, 1
44, 5.34032, 1.83974, 1
45, 5.53494, 1.83898, 1
46, 5.54314, 1.8391, 1
47, 5.31258, 1.8391, 1
48, 5.35085, 1.8432, 1
49, 5.39824, 1.8377, 1
50, 5.28813, 1.84115, 1
51, 5.36781, 1.84115, 1
52, 5.3535, 1.83837, 1
53, 5.29482, 1.83674, 1
54, 5.54195, 1.83965, 1
55, 5.32051, 1.84013, 1
56, 5.5248, 1.83706, 1
57, 5.33094, 1.83808, 1
58, 5.52992, 1.83805, 1
59, 5.38653, 1.83674, 1
60, 5.53779, 1.83773, 1
61, 5.52566, 1.83501, 1
62, 5.30544, 1.83738, 1
63, 5.3552, 1.84106, 1
64, 5.31034, 1.69088, 1
65, 5.30646, 1.84525, 1
66, 5.31264, 1.84115, 1
67, 5.2944, 1.83901, 1
68, 5.33382, 1.83891, 1
69, 5.31251, 1.84115, 1
70, 5.32435, 1.83715, 1
71, 5.32099, 1.83917, 1
72, 5.35981, 1.84048, 1
73, 5.32656, 1.83904, 1
74, 5.31539, 1.84106, 1
75, 5.34099, 1.84218, 1
76, 5.33274, 1.83747, 1
77, 5.30205, 1.84016, 1
78, 5.28829, 1.83734, 1
79, 5.56205, 1.84144, 1
80, 5.3801, 1.83923, 1
81, 5.52454, 1.83792, 1
82, 5.38214, 1.83706, 1
83, 5.33555, 1.83725, 1
84, 5.5384, 1.8391, 1
85, 5.35597, 1.83949, 1
86, 5.52346, 1.8391, 1
87, 5.30637, 1.83728, 1
88, 5.52205, 1.84048, 1
89, 5.31456, 1.83846, 1
90, 5.52758, 1.83616, 1
