Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.98054, 0, 1
3, 5.23853, 1.84525, 1
4, 5.23085, 1.85501, 1
5, 5.51277, 1.69779, 1
6, 5.5079, 1.84797, 1
7, 5.41286, 1.84755, 1
8, 5.5408, 1.85229, 1
9, 5.42371, 1.85037, 1
10, 5.48842, 1.85293, 1
11, 5.43786, 1.84941, 1
12, 5.46294, 1.8472, 1
13, 5.46406, 1.84934, 1
14, 5.44563, 1.8473, 1
15, 5.44973, 1.84781, 1
16, 5.48458, 1.84707, 1
17, 5.44922, 1.84525, 1
18, 5.4799, 1.84115, 1
19, 5.46374, 1.84154, 1
20, 5.48454, 1.84506, 1
21, 5.4825, 1.83904, 1
22, 5.45738, 1.84259, 1
23, 5.49478, 1.8432, 1
24, 5.4825, 1.84122, 1
25, 5.45382, 1.84074, 1
26, 5.44563, 1.84141, 1
27, 5.52928, 1.84013, 1
28, 5.46493, 1.84118, 1
29, 5.48864, 1.83536, 1
30, 5.48691, 1.83706, 1
31, 5.49206, 1.83814, 1
32, 5.45981, 1.83725, 1
33, 5.45178, 1.8391, 1
34, 5.46816, 1.8432, 1
35, 5.4785, 1.84032, 1
36, 5.36938, 1.83971, 1
37, 5.376, 1.83962, 1
38, 5.32685, 1.68742, 1
39, 5.50512, 1.83549, 1
40, 5.32435, 1.83565, 1
41, 5.52883, 1.83699, 1
42, 5.52317, 1.83629, 1
43, 5.52278, 1.83706, 1
44, 5.35376, 1.83827, 1
45, 5.51779, 1.68605, 1
46, 5.28214, 1.68701, 1
47, 5.5296, 1.83706, 1
48, 5.51789, 1.83501, 1
49, 5.33168, 1.83888, 1
50, 5.51978, 1.84218, 1
51, 5.52144, 1.83427, 1
52, 5.28998, 1.8401, 1
53, 5.51779, 1.8391, 1
54, 4.98314, 1.83539, 1
55, 4.99059, 1.68576, 1
56, 4.9889, 1.68394, 1
57, 5.33094, 1.684, 1
58, 5.53219, 1.83469, 1
59, 5.50944, 1.83546, 1
60, 5.51117, 1.83907, 1
61, 5.34134, 1.8391, 1
62, 5.51514, 1.68346, 1
63, 5.35536, 1.84115, 1
64, 5.36797, 1.6863, 1
65, 5.34323, 1.83965, 1
66, 5.5296, 1.68538, 1
67, 5.33709, 1.83997, 1
68, 5.34323, 1.84074, 1
69, 5.51139, 1.84038, 1
70, 5.28954, 1.83821, 1
71, 5.51171, 1.83802, 1
72, 5.51891, 1.83712, 1
73, 5.53984, 1.83949, 1
74, 5.34323, 1.83258, 1
75, 5.5255, 1.83888, 1
76, 5.33382, 1.83296, 1
77, 5.53984, 1.84099, 1
78, 5.52365, 1.83546, 1
79, 5.3313, 1.84179, 1
80, 5.3825, 1.84371, 1
81, 5.35558, 1.83386, 1
82, 5.35347, 1.83501, 1
83, 5.31181, 1.8391, 1
84, 5.32704, 1.83706, 1
85, 5.53686, 1.8367, 1
86, 5.52736, 1.83443, 1
87, 5.54534, 1.83549, 1
88, 5.33709, 1.83562, 1
89, 5.52755, 1.8391, 1
90, 5.38534, 1.83664, 1
