Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.91632, 0, 1
3, 5.23664, 1.84323, 1
4, 5.37405, 1.69536, 1
5, 5.09933, 1.84784, 1
6, 5.54189, 2.04186, 1
7, 5.4719, 1.84701, 1
8, 5.47226, 1.84694, 1
9, 5.45744, 1.84851, 1
10, 5.4784, 1.8473, 1
11, 5.47891, 1.84525, 1
12, 5.46602, 1.8432, 1
13, 5.51216, 1.84538, 1
14, 5.46259, 1.84378, 1
15, 5.48675, 1.84355, 1
16, 5.47421, 1.84387, 1
17, 5.48454, 1.84246, 1
18, 5.4392, 1.8432, 1
19, 5.47235, 1.84528, 1
20, 5.4928, 1.84547, 1
21, 5.49939, 1.8408, 1
22, 5.46442, 1.84, 1
23, 5.45638, 1.8391, 1
24, 5.45795, 1.84339, 1
25, 5.47296, 1.84259, 1
26, 5.45082, 1.8432, 1
27, 5.47293, 1.8432, 1
28, 5.44538, 1.8407, 1
29, 5.49315, 1.83997, 1
30, 5.45792, 1.83744, 1
31, 5.46013, 1.83706, 1
32, 5.48406, 1.83706, 1
33, 5.46611, 1.8399, 1
34, 5.50528, 1.84125, 1
35, 5.45997, 1.8416, 1
36, 5.39245, 1.83706, 1
37, 5.56029, 1.83888, 1
38, 5.37344, 1.83702, 1
39, 5.35382, 1.84115, 1
40, 5.53194, 1.83587, 1
41, 5.31315, 1.83501, 1
42, 5.39018, 1.8391, 1
43, 5.51834, 1.84032, 1
44, 5.3575, 1.8383, 1
45, 5.54592, 1.84086, 1
46, 5.53162, 1.83958, 1
47, 5.55008, 1.8385, 1
48, 5.35104, 1.83693, 1
49, 5.31357, 1.84259, 1
50, 5.53594, 1.8432, 1
51, 5.35741, 1.83488, 1
52, 5.31456, 1.68525, 1
53, 5.31658, 1.84074, 1
54, 5.31181, 1.83898, 1
55, 5.28794, 1.83798, 1
56, 5.30637, 1.83914, 1
57, 5.3209, 1.8391, 1
58, 5.2919, 1.83331, 1
59, 5.30771, 1.8369, 1
60, 5.3271, 1.84115, 1
61, 5.33472, 1.83994, 1
62, 5.33331, 1.83574, 1
63, 5.35962, 1.83706, 1
64, 5.35546, 1.84003, 1
65, 5.53766, 1.84144, 1
66, 5.53776, 1.83725, 1
67, 5.35229, 1.83616, 1
68, 5.52765, 1.83709, 1
69, 5.32237, 1.83555, 1
70, 5.5255, 1.83706, 1
71, 5.33034, 1.83571, 1
72, 5.35946, 1.83722, 1
73, 5.37882, 1.83792, 1
74, 5.52346, 1.8385, 1
75, 5.53171, 1.83773, 1
76, 5.54038, 1.8401, 1
77, 5.35875, 1.83997, 1
78, 5.52762, 1.83222, 1
79, 5.38624, 1.84499, 1
80, 5.39034, 1.8391, 1
81, 5.3495, 1.83501, 1
82, 5.53165, 1.83501, 1
83, 5.30736, 1.83674, 1
84, 5.31866, 1.83898, 1
85, 5.31443, 1.8391, 1
86, 5.30794, 1.83901, 1
87, 5.3207, 1.8384, 1
88, 5.31456, 1.83702, 1
89, 5.5256, 1.8415, 1
90, 5.36963, 1.83549, 1
