Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.96845, 0, 1
3, 4.9943, 1.69149, 1
4, 5.39853, 1.85021, 1
5, 5.31229, 1.84525, 1
6, 5.53174, 1.84781, 1
7, 5.41434, 1.84934, 1
8, 5.50365, 1.85792, 1
9, 5.11894, 1.84746, 1
10, 5.47552, 1.85123, 1
11, 5.48646, 1.84486, 1
12, 5.48733, 1.84381, 1
13, 5.54083, 1.84173, 1
14, 5.47226, 1.8432, 1
15, 5.4967, 1.84646, 1
16, 5.45792, 1.84237, 1
17, 5.52787, 1.84115, 1
18, 5.48371, 1.84115, 1
19, 5.49229, 1.8416, 1
20, 5.48723, 1.84358, 1
21, 5.50355, 1.84115, 1
22, 5.48147, 1.84333, 1
23, 5.48381, 1.84272, 1
24, 5.50445, 1.8391, 1
25, 5.51123, 1.84205, 1
26, 5.45277, 1.8391, 1
27, 5.45997, 1.84099, 1
28, 5.45981, 1.84067, 1
29, 5.5312, 1.8391, 1
30, 5.48045, 1.84, 1
31, 5.49718, 1.8391, 1
32, 5.45792, 1.8392, 1
33, 5.48765, 1.83907, 1
34, 5.49453, 1.84, 1
35, 5.47498, 1.84115, 1
36, 5.40109, 1.83789, 1
37, 5.3976, 1.83766, 1
38, 5.36576, 1.8432, 1
39, 5.29203, 1.8351, 1
40, 5.35939, 1.83907, 1
41, 5.33286, 1.6855, 1
42, 5.56941, 1.83811, 1
43, 5.30432, 1.84026, 1
44, 5.30634, 1.8391, 1
45, 5.33504, 1.84115, 1
46, 5.29216, 1.84115, 1
47, 5.31533, 1.8424, 1
48, 5.34365, 1.83462, 1
49, 5.3329, 1.84307, 1
50, 5.31341, 1.8433, 1
51, 5.30816, 1.84234, 1
52, 5.31699, 1.8391, 1
53, 5.35475, 1.83942, 1
54, 5.34314, 1.83958, 1
55, 5.53418, 1.83706, 1
56, 5.32678, 1.8391, 1
57, 5.5296, 1.83744, 1
58, 5.31859, 1.83754, 1
59, 5.36045, 1.83744, 1
60, 5.30861, 1.83536, 1
61, 5.34528, 1.84013, 1
62, 5.30432, 1.83818, 1
63, 5.35306, 1.83706, 1
64, 5.33462, 1.84182, 1
65, 5.32752, 1.68723, 1
66, 5.3743, 1.8391, 1
67, 5.29408, 1.84163, 1
68, 5.52755, 1.83757, 1
69, 5.34086, 1.83728, 1
70, 5.35002, 1.68346, 1
71, 5.51126, 1.83904, 1
72, 5.32352, 1.83766, 1
73, 5.53318, 1.8391, 1
74, 5.304, 1.83491, 1
75, 5.30493, 1.83955, 1
76, 5.30442, 1.83702, 1
77, 5.3103, 1.83638, 1
78, 5.3121, 1.83485, 1
79, 5.34099, 1.84125, 1
80, 5.49296, 1.84112, 1
81, 5.5376, 1.83715, 1
82, 5.35222, 1.83898, 1
83, 5.29667, 1.83706, 1
84, 5.50464, 1.83731, 1
85, 5.34221, 1.83706, 1
86, 5.32819, 1.68493, 1
87, 5.51712, 1.83514, 1
88, 5.34915, 1.83901, 1
89, 5.51882, 1.83507, 1
90, 5.3264, 1.83414, 1
