Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.7657, 0, 1
3, 5.05037, 1.69098, 1
4, 5.41059, 1.69779, 1
5, 5.40675, 1.84835, 1
6, 5.29491, 1.84602, 1
7, 5.20192, 1.69885, 1
8, 5.44099, 1.8473, 1
9, 5.45606, 1.84742, 1
10, 5.48016, 1.84934, 1
11, 5.50122, 1.84758, 1
12, 5.46874, 1.84166, 1
13, 5.51318, 1.84288, 1
14, 5.08474, 1.84275, 1
15, 5.49894, 1.84525, 1
16, 5.49069, 1.84525, 1
17, 5.42515, 1.84726, 1
18, 5.51526, 1.84189, 1
19, 5.48691, 1.84426, 1
20, 5.4656, 1.84941, 1
21, 5.45635, 1.84208, 1
22, 5.49232, 1.8391, 1
23, 5.49184, 1.83949, 1
24, 5.44973, 1.84128, 1
25, 5.49888, 1.83984, 1
26, 5.4743, 1.8432, 1
27, 5.49805, 1.84435, 1
28, 5.47523, 1.8391, 1
29, 5.49702, 1.84333, 1
30, 5.49552, 1.8391, 1
31, 5.4969, 1.83904, 1
32, 5.47094, 1.84115, 1
33, 5.48842, 1.84131, 1
34, 5.48045, 1.83814, 1
35, 5.48454, 1.83706, 1
36, 5.48454, 1.83926, 1
37, 5.48186, 1.83706, 1
38, 5.3848, 1.83875, 1
39, 5.32442, 1.83434, 1
40, 5.54486, 1.83494, 1
41, 5.36003, 1.83718, 1
42, 5.36982, 1.83728, 1
43, 5.32166, 1.84115, 1
44, 5.54774, 1.84666, 1
45, 5.5497, 1.8368, 1
46, 5.55834, 1.84179, 1
47, 5.55018, 1.83843, 1
48, 5.33968, 1.84013, 1
49, 5.33786, 1.6896, 1
50, 5.55811, 1.84234, 1
51, 5.52771, 1.83302, 1
52, 5.53395, 1.83456, 1
53, 5.35347, 1.83501, 1
54, 5.30509, 1.83619, 1
55, 5.3801, 1.84186, 1
56, 5.33322, 1.83709, 1
57, 5.51792, 1.8391, 1
58, 5.5296, 1.83706, 1
59, 5.52746, 1.83978, 1
60, 5.53226, 1.83664, 1
61, 5.35395, 1.83968, 1
62, 5.37069, 1.8392, 1
63, 5.35021, 1.83514, 1
64, 5.3801, 1.84058, 1
65, 5.31443, 1.8391, 1
66, 5.37674, 1.83706, 1
67, 5.34474, 1.83379, 1
68, 5.29296, 1.84093, 1
69, 5.51526, 1.84074, 1
70, 5.32598, 1.83488, 1
71, 5.5249, 1.84102, 1
72, 5.32982, 1.83696, 1
73, 5.55098, 1.83517, 1
74, 5.35171, 1.83706, 1
75, 5.31075, 1.68346, 1
76, 5.31866, 1.83802, 1
77, 5.5384, 1.83808, 1
78, 5.55488, 1.83725, 1
79, 5.53338, 1.83955, 1
80, 5.53107, 1.83773, 1
81, 5.53718, 1.83706, 1
82, 5.31661, 1.83514, 1
83, 5.32691, 1.83706, 1
84, 5.37075, 1.8369, 1
85, 5.54522, 1.83546, 1
86, 5.31181, 1.83571, 1
87, 5.5296, 1.83699, 1
88, 5.33914, 1.83686, 1
89, 5.38074, 1.84227, 1
90, 5.3216, 1.8367, 1
