Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.0441, 0, 1
3, 5.04832, 1.8448, 1
4, 5.38032, 1.69472, 1
5, 5.25824, 1.84406, 1
6, 5.51341, 1.84349, 1
7, 5.40989, 1.84464, 1
8, 5.45418, 1.856, 1
9, 5.44822, 1.68979, 1
10, 5.51936, 1.69766, 1
11, 5.42349, 1.84467, 1
12, 5.46202, 1.84115, 1
13, 5.46218, 1.84608, 1
14, 5.43782, 1.8432, 1
15, 5.44154, 1.844, 1
16, 5.46387, 1.84192, 1
17, 5.46573, 1.84314, 1
18, 5.44307, 1.84067, 1
19, 5.4743, 1.84355, 1
20, 5.41702, 1.84314, 1
21, 5.50528, 1.84163, 1
22, 5.45203, 1.84154, 1
23, 5.44563, 1.83837, 1
24, 5.46394, 1.83888, 1
25, 5.47379, 1.8391, 1
26, 5.47021, 1.8449, 1
27, 5.46928, 1.84099, 1
28, 5.4825, 1.8439, 1
29, 5.48659, 1.83843, 1
30, 5.44787, 1.83821, 1
31, 5.48205, 1.83584, 1
32, 5.47168, 1.83741, 1
33, 5.45619, 1.84125, 1
34, 5.5009, 1.8432, 1
35, 5.4863, 1.84234, 1
36, 5.35779, 1.83872, 1
37, 5.5615, 1.83722, 1
38, 5.3841, 1.83562, 1
39, 5.34925, 1.84051, 1
40, 5.5448, 1.83882, 1
41, 5.36346, 1.83942, 1
42, 5.50909, 1.84054, 1
43, 5.51526, 1.83814, 1
44, 5.33776, 1.8391, 1
45, 5.53805, 1.83824, 1
46, 5.51347, 1.83962, 1
47, 5.31219, 1.83837, 1
48, 5.51526, 1.84048, 1
49, 5.34637, 1.68755, 1
50, 5.29674, 1.84093, 1
51, 5.33405, 1.83994, 1
52, 5.50906, 1.8391, 1
53, 5.34896, 1.83907, 1
54, 5.31907, 1.8376, 1
55, 5.5296, 1.83706, 1
56, 5.34528, 1.83706, 1
57, 5.35347, 1.83728, 1
58, 5.32304, 1.8335, 1
59, 5.51894, 1.83693, 1
60, 5.36806, 1.83658, 1
61, 5.2776, 1.8391, 1
62, 5.53574, 1.84467, 1
63, 5.32426, 1.83763, 1
64, 5.53274, 1.84269, 1
65, 5.32566, 1.83712, 1
66, 5.5528, 1.84013, 1
67, 5.28474, 1.83936, 1
68, 5.54189, 1.8377, 1
69, 5.52346, 1.83789, 1
70, 5.35552, 1.83542, 1
71, 5.53082, 1.83706, 1
72, 5.52771, 1.83715, 1
73, 5.54323, 1.83558, 1
74, 5.52595, 1.83802, 1
75, 5.34323, 1.83574, 1
76, 5.5201, 1.8391, 1
77, 5.53574, 1.83475, 1
78, 5.34941, 1.83501, 1
79, 5.31866, 1.84502, 1
80, 5.51843, 1.84262, 1
81, 5.3801, 1.83664, 1
82, 5.29584, 1.83629, 1
83, 5.37834, 1.83994, 1
84, 5.55274, 1.83706, 1
85, 5.31661, 1.8391, 1
86, 5.31453, 1.83882, 1
87, 5.29987, 1.83651, 1
88, 5.31875, 1.83955, 1
89, 5.31866, 1.83885, 1
90, 5.31936, 1.83782, 1
