Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.27421, 0, 1
3, 5.01942, 1.6937, 1
4, 5.57718, 1.8489, 1
5, 5.35267, 1.70566, 1
6, 5.30502, 1.8432, 1
7, 5.35958, 1.69616, 1
8, 5.43949, 1.85139, 1
9, 5.49402, 1.8496, 1
10, 5.43536, 1.84637, 1
11, 5.47635, 1.84717, 1
12, 5.44186, 1.84077, 1
13, 5.43542, 1.84246, 1
14, 5.4255, 1.83997, 1
15, 5.49667, 1.8464, 1
16, 5.45981, 1.84525, 1
17, 5.46227, 1.84442, 1
18, 5.48864, 1.84042, 1
19, 5.45683, 1.84531, 1
20, 5.46307, 1.84115, 1
21, 5.4783, 1.84032, 1
22, 5.45987, 1.84138, 1
23, 5.48982, 1.84115, 1
24, 5.45526, 1.83731, 1
25, 5.43315, 1.84186, 1
26, 5.47226, 1.84115, 1
27, 5.464, 1.8385, 1
28, 5.46019, 1.8393, 1
29, 5.42106, 1.84221, 1
30, 5.47021, 1.83779, 1
31, 5.49706, 1.83683, 1
32, 5.47981, 1.83526, 1
33, 5.47635, 1.83686, 1
34, 5.51133, 1.83958, 1
35, 5.47232, 1.8432, 1
36, 5.43101, 1.83706, 1
37, 5.46816, 1.83904, 1
38, 5.36816, 1.83866, 1
39, 5.3944, 1.84115, 1
40, 5.37261, 1.83882, 1
41, 5.28179, 1.83779, 1
42, 5.35363, 1.83914, 1
43, 5.27526, 1.68538, 1
44, 5.30022, 1.84182, 1
45, 5.50653, 1.84166, 1
46, 5.33488, 1.8391, 1
47, 5.31859, 1.83824, 1
48, 5.38973, 1.84234, 1
49, 5.30998, 1.84406, 1
50, 5.50707, 1.8473, 1
51, 5.36515, 1.83843, 1
52, 5.29347, 1.83523, 1
53, 5.55418, 1.84058, 1
54, 5.34947, 1.83491, 1
55, 5.51702, 1.83475, 1
56, 5.33709, 1.8352, 1
57, 5.36166, 1.83706, 1
58, 5.52198, 1.8391, 1
59, 5.37181, 1.83488, 1
60, 5.36512, 1.83706, 1
61, 5.54333, 1.8377, 1
62, 5.34058, 1.68451, 1
63, 5.38842, 1.83782, 1
64, 5.30947, 1.8391, 1
65, 5.28954, 1.8431, 1
66, 5.51885, 1.84115, 1
67, 5.35488, 1.83811, 1
68, 5.3209, 1.83709, 1
69, 5.52896, 1.83946, 1
70, 5.33546, 1.8345, 1
71, 5.376, 1.83853, 1
72, 5.36445, 1.83741, 1
73, 5.36371, 1.8369, 1
74, 5.50912, 1.83549, 1
75, 5.37526, 1.8367, 1
76, 5.3719, 1.84051, 1
77, 5.31059, 1.83622, 1
78, 5.52611, 1.83738, 1
79, 5.32694, 1.84115, 1
80, 5.53014, 1.83968, 1
81, 5.36045, 1.83581, 1
82, 5.31178, 1.83664, 1
83, 5.36781, 1.83814, 1
84, 5.31875, 1.83526, 1
85, 5.29837, 1.84019, 1
86, 5.37498, 1.83949, 1
87, 5.51117, 1.8391, 1
88, 5.53005, 1.83632, 1
89, 5.51936, 1.83706, 1
90, 5.51475, 1.83706, 1
