Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.91347, 0, 1
3, 5.36826, 1.8401, 1
4, 5.62221, 1.8505, 1
5, 5.45514, 1.84326, 1
6, 5.53574, 1.69971, 1
7, 5.39891, 1.85062, 1
8, 5.49933, 1.84435, 1
9, 5.42752, 1.8439, 1
10, 5.47648, 1.84918, 1
11, 5.45568, 1.84291, 1
12, 5.4784, 1.84499, 1
13, 5.4721, 1.8432, 1
14, 5.47568, 1.84499, 1
15, 5.51722, 1.84688, 1
16, 5.50115, 1.84509, 1
17, 5.46541, 1.84157, 1
18, 5.5015, 1.84218, 1
19, 5.47213, 1.8432, 1
20, 5.50416, 1.84912, 1
21, 5.45792, 1.84202, 1
22, 5.5089, 1.83971, 1
23, 5.47293, 1.84115, 1
24, 5.51232, 1.84067, 1
25, 5.51517, 1.84022, 1
26, 5.47635, 1.83978, 1
27, 5.47482, 1.83926, 1
28, 5.51654, 1.84115, 1
29, 5.48832, 1.84294, 1
30, 5.48717, 1.83693, 1
31, 5.49683, 1.8391, 1
32, 5.51526, 1.83501, 1
33, 5.46202, 1.8409, 1
34, 5.49965, 1.84432, 1
35, 5.47226, 1.84464, 1
36, 5.41725, 1.83754, 1
37, 5.57466, 1.84406, 1
38, 5.56851, 1.83706, 1
39, 5.53718, 1.83734, 1
40, 5.38787, 1.83696, 1
41, 5.31059, 1.68998, 1
42, 5.31891, 1.8432, 1
43, 5.37469, 1.83693, 1
44, 5.38454, 1.68346, 1
45, 5.55008, 1.8431, 1
46, 5.40403, 1.83942, 1
47, 5.32422, 1.8375, 1
48, 5.35347, 1.83805, 1
49, 5.33805, 1.84272, 1
50, 5.53091, 1.84461, 1
51, 5.35104, 1.8391, 1
52, 5.37805, 1.68483, 1
53, 5.36829, 1.83706, 1
54, 5.31936, 1.83872, 1
55, 5.55018, 1.83808, 1
56, 5.33094, 1.83706, 1
57, 5.36822, 1.84086, 1
58, 5.51526, 1.8367, 1
59, 5.54032, 1.83776, 1
60, 5.31661, 1.83581, 1
61, 5.5359, 1.83763, 1
62, 5.37344, 1.83706, 1
63, 5.34973, 1.83904, 1
64, 5.35142, 1.84144, 1
65, 5.3753, 1.84525, 1
66, 5.50794, 1.8391, 1
67, 5.53571, 1.83501, 1
68, 5.37494, 1.83706, 1
69, 5.38214, 1.83894, 1
70, 5.53542, 1.83597, 1
71, 5.32739, 1.83568, 1
72, 5.32118, 1.8391, 1
73, 5.36118, 1.83872, 1
74, 5.5337, 1.83747, 1
75, 5.36752, 1.8391, 1
76, 5.54938, 1.83706, 1
77, 5.51085, 1.83901, 1
78, 5.31254, 1.83789, 1
79, 5.30934, 1.84659, 1
80, 5.51782, 1.8433, 1
81, 5.32176, 1.83674, 1
82, 5.36493, 1.83501, 1
83, 5.54189, 1.83629, 1
84, 5.52861, 1.83578, 1
85, 5.5495, 1.83706, 1
86, 5.51776, 1.83501, 1
87, 5.34995, 1.83946, 1
88, 5.52061, 1.83693, 1
89, 5.34582, 1.83715, 1
90, 5.37805, 1.83706, 1
