Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.07658, 0, 1
3, 5.35594, 1.84829, 1
4, 5.31456, 1.85754, 1
5, 5.49478, 1.8473, 1
6, 5.49341, 1.69766, 1
7, 5.47376, 1.84938, 1
8, 5.45808, 1.8473, 1
9, 5.44054, 1.84406, 1
10, 5.45565, 1.83974, 1
11, 5.48506, 1.84406, 1
12, 5.46771, 1.84525, 1
13, 5.46246, 1.84525, 1
14, 5.46067, 1.84419, 1
15, 5.46051, 1.84202, 1
16, 5.46406, 1.84304, 1
17, 5.44694, 1.84278, 1
18, 5.4593, 1.84195, 1
19, 5.48864, 1.84445, 1
20, 5.46278, 1.8479, 1
21, 5.51347, 1.84115, 1
22, 5.46122, 1.84147, 1
23, 5.44563, 1.84115, 1
24, 5.44797, 1.8432, 1
25, 5.46768, 1.84182, 1
26, 5.4577, 1.84112, 1
27, 5.4744, 1.84003, 1
28, 5.48179, 1.8393, 1
29, 5.46202, 1.83706, 1
30, 5.43523, 1.83709, 1
31, 5.46563, 1.83894, 1
32, 5.4921, 1.83578, 1
33, 5.47386, 1.83898, 1
34, 5.49498, 1.84115, 1
35, 5.4543, 1.84531, 1
36, 5.39229, 1.83712, 1
37, 5.32419, 1.83994, 1
38, 5.55238, 1.83664, 1
39, 5.53142, 1.68416, 1
40, 5.35453, 1.8391, 1
41, 5.37027, 1.83565, 1
42, 5.37392, 1.8391, 1
43, 5.5296, 1.83926, 1
44, 5.55779, 1.8432, 1
45, 5.5215, 1.83517, 1
46, 5.52102, 1.68765, 1
47, 5.3209, 1.8391, 1
48, 5.51117, 1.83802, 1
49, 5.38221, 1.84109, 1
50, 5.5337, 1.84083, 1
51, 5.36166, 1.83747, 1
52, 5.31261, 1.68512, 1
53, 5.32243, 1.83808, 1
54, 5.51091, 1.83862, 1
55, 5.52042, 1.83584, 1
56, 5.36608, 1.83706, 1
57, 5.36166, 1.83725, 1
58, 5.35619, 1.83501, 1
59, 5.53098, 1.8361, 1
60, 5.52112, 1.83616, 1
61, 5.52346, 1.83818, 1
62, 5.35466, 1.68378, 1
63, 5.38624, 1.83933, 1
64, 5.5361, 1.84282, 1
65, 5.38176, 1.84365, 1
66, 5.39174, 1.8368, 1
67, 5.36733, 1.8432, 1
68, 5.53267, 1.83578, 1
69, 5.3551, 1.83645, 1
70, 5.52922, 1.83738, 1
71, 5.5296, 1.83712, 1
72, 5.30179, 1.83587, 1
73, 5.3207, 1.8391, 1
74, 5.30432, 1.83773, 1
75, 5.31402, 1.84058, 1
76, 5.30989, 1.83728, 1
77, 5.33757, 1.83757, 1
78, 5.53258, 1.83706, 1
79, 5.39034, 1.84458, 1
80, 5.55421, 1.83962, 1
81, 5.53088, 1.83923, 1
82, 5.52854, 1.83501, 1
83, 5.3384, 1.83706, 1
84, 5.3425, 1.68499, 1
85, 5.53091, 1.84266, 1
86, 5.51958, 1.83514, 1
87, 5.55418, 1.83706, 1
88, 5.34938, 1.83674, 1
89, 5.54058, 1.83859, 1
90, 5.51795, 1.83517, 1
