Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.97034, 0, 1
3, 5.224, 1.8432, 1
4, 4.85613, 1.70307, 1
5, 5.44202, 1.88976, 1
6, 5.50259, 1.69971, 1
7, 5.42352, 1.84403, 1
8, 5.55789, 1.69747, 1
9, 5.4448, 1.84525, 1
10, 5.48106, 1.70166, 1
11, 5.47293, 1.84362, 1
12, 5.46186, 1.8432, 1
13, 5.43837, 1.8456, 1
14, 5.48294, 1.84525, 1
15, 5.45178, 1.8432, 1
16, 5.49005, 1.84605, 1
17, 5.49274, 1.84115, 1
18, 5.46816, 1.84083, 1
19, 5.47069, 1.84378, 1
20, 5.50301, 1.84099, 1
21, 5.46422, 1.83917, 1
22, 5.4431, 1.84115, 1
23, 5.47674, 1.84333, 1
24, 5.48362, 1.8432, 1
25, 5.44438, 1.83962, 1
26, 5.4776, 1.84118, 1
27, 5.46867, 1.84131, 1
28, 5.49472, 1.84006, 1
29, 5.49072, 1.8392, 1
30, 5.47338, 1.83731, 1
31, 5.46883, 1.83978, 1
32, 5.48864, 1.83914, 1
33, 5.43907, 1.83718, 1
34, 5.45997, 1.8432, 1
35, 5.46816, 1.8432, 1
36, 5.39178, 1.83779, 1
37, 5.37814, 1.84147, 1
38, 5.31862, 1.68646, 1
39, 5.29203, 1.83773, 1
40, 5.30106, 1.83901, 1
41, 5.28179, 1.83766, 1
42, 5.52963, 1.8391, 1
43, 5.5296, 1.83978, 1
44, 5.36192, 1.83597, 1
45, 5.31709, 1.83648, 1
46, 5.50381, 1.8415, 1
47, 5.29808, 1.83798, 1
48, 5.52413, 1.83859, 1
49, 5.30432, 1.8393, 1
50, 5.29024, 1.83971, 1
51, 5.528, 1.84054, 1
52, 5.52288, 1.83658, 1
53, 5.34938, 1.8391, 1
54, 5.30637, 1.83706, 1
55, 5.52573, 1.83728, 1
56, 5.52166, 1.83501, 1
57, 5.2736, 1.83651, 1
58, 5.52589, 1.8377, 1
59, 5.51754, 1.84115, 1
60, 5.53219, 1.83622, 1
61, 5.3207, 1.83715, 1
62, 5.53165, 1.84115, 1
63, 5.35338, 1.83914, 1
64, 5.33504, 1.84282, 1
65, 5.29811, 1.84106, 1
66, 5.29613, 1.8391, 1
67, 5.51773, 1.84115, 1
68, 5.29421, 1.83891, 1
69, 5.51731, 1.8377, 1
70, 5.48864, 1.83494, 1
71, 5.30854, 1.83894, 1
72, 5.52755, 1.83894, 1
73, 5.31456, 1.83862, 1
74, 5.49677, 1.83901, 1
75, 5.51731, 1.83872, 1
76, 5.36576, 1.83706, 1
77, 5.53197, 1.8343, 1
78, 5.30864, 1.8359, 1
79, 5.3088, 1.8391, 1
80, 5.50298, 1.84173, 1
81, 5.52131, 1.8368, 1
82, 5.30694, 1.84099, 1
83, 5.33581, 1.83738, 1
84, 5.36688, 1.83715, 1
85, 5.50902, 1.68691, 1
86, 5.31866, 1.83917, 1
87, 5.50589, 1.84061, 1
88, 5.51117, 1.83517, 1
89, 5.31869, 1.83344, 1
90, 5.3071, 1.83549, 1
