Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.05664, 0, 1
3, 5.376, 2.11395, 1
4, 5.15254, 1.86483, 1
5, 5.4888, 1.69555, 1
6, 5.51334, 1.8592, 1
7, 5.44154, 1.84547, 1
8, 5.5265, 1.85139, 1
9, 5.49542, 1.84336, 1
10, 5.43363, 1.84186, 1
11, 5.47376, 1.844, 1
12, 5.50794, 1.84304, 1
13, 5.47709, 1.84166, 1
14, 5.46416, 1.84515, 1
15, 5.47226, 1.8432, 1
16, 5.49216, 1.84195, 1
17, 5.50726, 1.84115, 1
18, 5.50502, 1.84083, 1
19, 5.49782, 1.84336, 1
20, 5.46611, 1.84525, 1
21, 5.43939, 1.83994, 1
22, 5.49274, 1.83872, 1
23, 5.48045, 1.84115, 1
24, 5.50502, 1.83994, 1
25, 5.45987, 1.83962, 1
26, 5.48605, 1.8393, 1
27, 5.47174, 1.84128, 1
28, 5.50134, 1.8401, 1
29, 5.4848, 1.84154, 1
30, 5.46179, 1.84115, 1
31, 5.42925, 1.84074, 1
32, 5.49114, 1.83802, 1
33, 5.4639, 1.84154, 1
34, 5.47635, 1.84243, 1
35, 5.376, 1.84682, 1
36, 5.37395, 1.84166, 1
37, 5.56646, 1.8391, 1
38, 5.34528, 1.83942, 1
39, 5.32787, 1.83994, 1
40, 5.30442, 1.8391, 1
41, 5.3329, 1.84003, 1
42, 5.32275, 1.84509, 1
43, 5.55622, 1.8432, 1
44, 5.32755, 1.8393, 1
45, 5.37254, 1.84525, 1
46, 5.53341, 1.8391, 1
47, 5.28496, 1.83907, 1
48, 5.52339, 1.84486, 1
49, 5.36064, 1.84218, 1
50, 5.40333, 1.84496, 1
51, 5.5312, 1.83699, 1
52, 5.29626, 1.8377, 1
53, 5.28186, 1.84054, 1
54, 5.34141, 1.84115, 1
55, 5.35379, 1.84013, 1
56, 5.37085, 1.83846, 1
57, 5.36166, 1.84122, 1
58, 5.3321, 1.83773, 1
59, 5.51776, 1.84154, 1
60, 5.36371, 1.84131, 1
61, 5.36301, 1.8385, 1
62, 5.5392, 1.84061, 1
63, 5.35757, 1.83706, 1
64, 5.33709, 1.84406, 1
65, 5.51526, 1.84477, 1
66, 5.32518, 1.83763, 1
67, 5.28637, 1.8409, 1
68, 5.3103, 1.84003, 1
69, 5.52141, 1.83738, 1
70, 5.35347, 1.83667, 1
71, 5.28794, 1.83984, 1
72, 5.54323, 1.84493, 1
73, 5.32317, 1.8361, 1
74, 5.3719, 1.84061, 1
75, 5.5296, 1.84208, 1
76, 5.53741, 1.83686, 1
77, 5.31056, 1.83654, 1
78, 5.52461, 1.8375, 1
79, 5.37526, 1.84077, 1
80, 5.35552, 1.84112, 1
81, 5.3168, 1.83568, 1
82, 5.3207, 1.83962, 1
83, 5.52128, 1.84144, 1
84, 5.31891, 1.83382, 1
85, 5.53264, 1.83728, 1
86, 5.32211, 1.83322, 1
87, 5.52755, 1.83706, 1
88, 5.39776, 1.83619, 1
89, 5.32074, 1.83862, 1
90, 5.36634, 1.84096, 1
