Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.56054, 0, 1
3, 5.12422, 1.84912, 1
4, 5.04912, 1.84701, 1
5, 5.06835, 1.69341, 1
6, 5.29562, 1.6896, 1
7, 5.21338, 1.6975, 1
8, 5.51453, 1.8497, 1
9, 5.47821, 1.86006, 1
10, 5.43744, 1.84806, 1
11, 5.48864, 1.84669, 1
12, 5.45821, 1.84515, 1
13, 5.4561, 1.84326, 1
14, 5.49293, 1.84115, 1
15, 5.45792, 1.84301, 1
16, 5.46186, 1.84365, 1
17, 5.46202, 1.84371, 1
18, 5.49478, 1.8407, 1
19, 5.52842, 1.84688, 1
20, 5.47901, 1.84515, 1
21, 5.50387, 1.84109, 1
22, 5.46816, 1.8415, 1
23, 5.45843, 1.8432, 1
24, 5.47603, 1.84138, 1
25, 5.46464, 1.84166, 1
26, 5.47862, 1.84109, 1
27, 5.49514, 1.8424, 1
28, 5.4808, 1.84083, 1
29, 5.52614, 1.84115, 1
30, 5.4743, 1.83792, 1
31, 5.48659, 1.83894, 1
32, 5.44893, 1.836, 1
33, 5.50173, 1.83661, 1
34, 5.49888, 1.84554, 1
35, 5.47078, 1.83952, 1
36, 5.4656, 1.84269, 1
37, 5.45782, 1.83712, 1
38, 5.38707, 1.8392, 1
39, 5.5663, 1.83706, 1
40, 5.41008, 1.83904, 1
41, 5.55213, 1.83754, 1
42, 5.33078, 1.84067, 1
43, 5.52797, 1.83635, 1
44, 5.52544, 1.83914, 1
45, 5.52192, 1.83562, 1
46, 5.34182, 1.83549, 1
47, 5.37165, 1.84115, 1
48, 5.54803, 1.83952, 1
49, 5.55962, 1.8391, 1
50, 5.53094, 1.84115, 1
51, 5.39034, 1.8345, 1
52, 5.31693, 1.83866, 1
53, 5.54122, 1.84115, 1
54, 5.5255, 1.83613, 1
55, 5.5127, 1.83501, 1
56, 5.376, 1.83501, 1
57, 5.53104, 1.83494, 1
58, 5.52138, 1.8361, 1
59, 5.35763, 1.83888, 1
60, 5.32698, 1.8367, 1
61, 5.53181, 1.83731, 1
62, 5.31286, 1.83853, 1
63, 5.32438, 1.8367, 1
64, 5.54141, 1.84115, 1
65, 5.54173, 1.84157, 1
66, 5.50928, 1.83613, 1
67, 5.51731, 1.83722, 1
68, 5.33555, 1.83715, 1
69, 5.52838, 1.84029, 1
70, 5.3303, 1.83501, 1
71, 5.52176, 1.84061, 1
72, 5.5135, 1.83571, 1
73, 5.3328, 1.83696, 1
74, 5.36781, 1.83514, 1
75, 5.5, 1.83811, 1
76, 5.50307, 1.8345, 1
77, 5.33027, 1.83395, 1
78, 5.51805, 1.83501, 1
79, 5.37834, 1.8415, 1
80, 5.35347, 1.84419, 1
81, 5.35984, 1.83526, 1
82, 5.5096, 1.83747, 1
83, 5.51126, 1.83811, 1
84, 5.53382, 1.8344, 1
85, 5.52128, 1.83373, 1
86, 5.49139, 1.83667, 1
87, 5.52346, 1.83683, 1
88, 5.52342, 1.83856, 1
89, 5.31805, 1.83501, 1
90, 5.5344, 1.83565, 1
