Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.77798, 0, 1
3, 5.18349, 1.69162, 1
4, 5.41286, 1.84819, 1
5, 5.15578, 1.84621, 1
6, 5.53494, 1.84451, 1
7, 5.41699, 1.84387, 1
8, 5.50058, 1.85395, 1
9, 5.44781, 1.84496, 1
10, 5.45792, 1.84525, 1
11, 5.47498, 1.84544, 1
12, 5.4231, 1.844, 1
13, 5.48608, 1.84435, 1
14, 5.47808, 1.84262, 1
15, 5.48022, 1.84253, 1
16, 5.47635, 1.84765, 1
17, 5.49731, 1.84131, 1
18, 5.47706, 1.84115, 1
19, 5.4951, 1.84438, 1
20, 5.49376, 1.8456, 1
21, 5.50256, 1.83981, 1
22, 5.47088, 1.83952, 1
23, 5.4735, 1.8432, 1
24, 5.48016, 1.83914, 1
25, 5.45504, 1.83904, 1
26, 5.45837, 1.84016, 1
27, 5.46387, 1.84115, 1
28, 5.45789, 1.83792, 1
29, 5.44845, 1.83763, 1
30, 5.46061, 1.8391, 1
31, 5.45878, 1.8391, 1
32, 5.46893, 1.84093, 1
33, 5.46406, 1.8391, 1
34, 5.45315, 1.83885, 1
35, 5.48541, 1.83971, 1
36, 5.37453, 1.83536, 1
37, 5.40262, 1.83706, 1
38, 5.38624, 1.68218, 1
39, 5.33914, 1.83728, 1
40, 5.55187, 1.83706, 1
41, 5.53971, 1.83539, 1
42, 5.31139, 1.83674, 1
43, 5.31507, 1.84026, 1
44, 5.37805, 1.8423, 1
45, 5.3335, 1.83766, 1
46, 5.50915, 1.84112, 1
47, 5.53715, 1.68544, 1
48, 5.33709, 1.83501, 1
49, 5.33914, 1.84298, 1
50, 5.3281, 1.84262, 1
51, 5.31715, 1.84115, 1
52, 5.5255, 1.83706, 1
53, 5.52349, 1.83619, 1
54, 5.28938, 1.83514, 1
55, 5.52323, 1.84115, 1
56, 5.34118, 1.83536, 1
57, 5.5425, 1.83706, 1
58, 5.51136, 1.83776, 1
59, 5.36122, 1.83994, 1
60, 5.34118, 1.8391, 1
61, 5.52285, 1.83674, 1
62, 5.37805, 1.84333, 1
63, 5.32282, 1.68483, 1
64, 5.3705, 1.84077, 1
65, 5.52246, 1.8407, 1
66, 5.26826, 1.83629, 1
67, 5.38189, 1.8401, 1
68, 5.53536, 1.83706, 1
69, 5.37574, 1.84115, 1
70, 5.55126, 1.83789, 1
71, 5.53066, 1.83786, 1
72, 5.51731, 1.83523, 1
73, 5.36266, 1.83984, 1
74, 5.35146, 1.83907, 1
75, 5.52394, 1.84115, 1
76, 5.33309, 1.83392, 1
77, 5.53078, 1.83773, 1
78, 5.364, 1.83661, 1
79, 5.55066, 1.8409, 1
80, 5.54397, 1.83834, 1
81, 5.38429, 1.83664, 1
82, 5.31325, 1.8344, 1
83, 5.31443, 1.8393, 1
84, 5.51731, 1.83651, 1
85, 5.53843, 1.83882, 1
86, 5.32083, 1.83709, 1
87, 5.52333, 1.83904, 1
88, 5.29875, 1.83306, 1
89, 5.28384, 1.83971, 1
90, 5.33254, 1.84099, 1
