Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.796, 0, 1
3, 5.20397, 1.84179, 1
4, 5.0401, 1.70538, 1
5, 5.54061, 1.6937, 1
6, 5.55162, 1.85754, 1
7, 5.43952, 1.84682, 1
8, 5.4784, 1.85645, 1
9, 5.4561, 1.84515, 1
10, 5.47523, 1.8473, 1
11, 5.47616, 1.84934, 1
12, 5.44842, 1.844, 1
13, 5.50502, 1.84701, 1
14, 5.47635, 1.84115, 1
15, 5.48099, 1.84525, 1
16, 5.46115, 1.8432, 1
17, 5.49392, 1.84486, 1
18, 5.47635, 1.8416, 1
19, 5.47821, 1.84496, 1
20, 5.52608, 1.84262, 1
21, 5.4841, 1.84115, 1
22, 5.49446, 1.84586, 1
23, 5.44941, 1.84115, 1
24, 5.47776, 1.83978, 1
25, 5.45997, 1.84339, 1
26, 5.45587, 1.84096, 1
27, 5.47437, 1.8408, 1
28, 5.48819, 1.83837, 1
29, 5.44768, 1.83702, 1
30, 5.45178, 1.83552, 1
31, 5.4888, 1.84275, 1
32, 5.4841, 1.83904, 1
33, 5.48864, 1.83923, 1
34, 5.47248, 1.8416, 1
35, 5.48659, 1.83754, 1
36, 5.39251, 1.83741, 1
37, 5.54819, 1.8391, 1
38, 5.38816, 1.83712, 1
39, 5.52765, 1.84218, 1
40, 5.35389, 1.83763, 1
41, 5.37395, 1.68589, 1
42, 5.31894, 1.8391, 1
43, 5.55702, 1.8391, 1
44, 5.54032, 1.83712, 1
45, 5.37302, 1.83581, 1
46, 5.3248, 1.8391, 1
47, 5.52803, 1.84144, 1
48, 5.54189, 1.68515, 1
49, 5.37974, 1.84115, 1
50, 5.53078, 1.8432, 1
51, 5.53011, 1.83562, 1
52, 5.5471, 1.83862, 1
53, 5.55584, 1.83638, 1
54, 5.52755, 1.8375, 1
55, 5.31754, 1.83853, 1
56, 5.38122, 1.8391, 1
57, 5.3719, 1.83706, 1
58, 5.39853, 1.83837, 1
59, 5.38685, 1.83706, 1
60, 5.52147, 1.83722, 1
61, 5.34528, 1.83382, 1
62, 5.32474, 1.83824, 1
63, 5.36576, 1.83933, 1
64, 5.37398, 1.8391, 1
65, 5.54938, 1.84154, 1
66, 5.53232, 1.8353, 1
67, 5.37235, 1.83674, 1
68, 5.33702, 1.83373, 1
69, 5.50237, 1.83987, 1
70, 5.31632, 1.83654, 1
71, 5.29296, 1.83549, 1
72, 5.5296, 1.8407, 1
73, 5.29901, 1.83706, 1
74, 5.28179, 1.68867, 1
75, 5.36371, 1.84112, 1
76, 5.3248, 1.83802, 1
77, 5.51731, 1.83706, 1
78, 5.52134, 1.8375, 1
79, 5.53446, 1.8392, 1
80, 5.37805, 1.8391, 1
81, 5.52218, 1.8399, 1
82, 5.52589, 1.83997, 1
83, 5.54227, 1.8385, 1
84, 5.37587, 1.83773, 1
85, 5.33635, 1.83558, 1
86, 5.37654, 1.83706, 1
87, 5.36461, 1.83738, 1
88, 5.53696, 1.83664, 1
89, 5.35962, 1.83661, 1
90, 5.53034, 1.68429, 1
