Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 4.97389, 0, 1
3, 5.1825, 1.8432, 1
4, 5.55226, 1.69776, 1
5, 5.5096, 2.05578, 1
6, 5.41696, 1.84854, 1
7, 5.50922, 1.70221, 1
8, 5.47069, 1.8448, 1
9, 5.50707, 1.69718, 1
10, 5.45658, 1.84714, 1
11, 5.44813, 1.84723, 1
12, 5.51526, 1.84307, 1
13, 5.46656, 1.84502, 1
14, 5.48106, 1.8473, 1
15, 5.47738, 1.8432, 1
16, 5.49264, 1.84518, 1
17, 5.46998, 1.84182, 1
18, 5.46054, 1.8415, 1
19, 5.4825, 1.84893, 1
20, 5.50019, 1.84464, 1
21, 5.4825, 1.83997, 1
22, 5.45379, 1.8432, 1
23, 5.48464, 1.84262, 1
24, 5.49274, 1.84259, 1
25, 5.48589, 1.84438, 1
26, 5.4825, 1.84099, 1
27, 5.46816, 1.84525, 1
28, 5.51011, 1.83926, 1
29, 5.47027, 1.83795, 1
30, 5.49379, 1.83715, 1
31, 5.25184, 1.8391, 1
32, 5.1671, 1.83926, 1
33, 5.45968, 1.6855, 1
34, 5.48656, 1.83946, 1
35, 5.48454, 1.84637, 1
36, 5.40582, 1.83462, 1
37, 5.56851, 1.83846, 1
38, 5.40262, 1.68602, 1
39, 5.36173, 1.83926, 1
40, 5.52221, 1.83523, 1
41, 5.36976, 1.83587, 1
42, 5.38637, 1.83802, 1
43, 5.37117, 1.8369, 1
44, 5.37395, 1.83706, 1
45, 5.34051, 1.83706, 1
46, 5.33949, 1.8391, 1
47, 5.52755, 1.83638, 1
48, 5.31546, 1.8391, 1
49, 5.58445, 1.84122, 1
50, 5.3152, 1.84026, 1
51, 5.33094, 1.84109, 1
52, 5.38483, 1.83997, 1
53, 5.52042, 1.8409, 1
54, 5.52554, 1.83501, 1
55, 5.31709, 1.83933, 1
56, 5.52054, 1.84147, 1
57, 5.36938, 1.84093, 1
58, 5.34822, 1.8345, 1
59, 5.37603, 1.84122, 1
60, 5.28989, 1.83501, 1
61, 5.52858, 1.83888, 1
62, 5.32986, 1.83722, 1
63, 5.35613, 1.8391, 1
64, 5.36371, 1.84115, 1
65, 5.38624, 1.84115, 1
66, 5.54384, 1.83693, 1
67, 5.52122, 1.83491, 1
68, 5.52746, 1.83904, 1
69, 5.36221, 1.83808, 1
70, 5.32992, 1.83914, 1
71, 5.31901, 1.84122, 1
72, 5.34733, 1.84061, 1
73, 5.30227, 1.83706, 1
74, 5.51437, 1.83856, 1
75, 5.51526, 1.83722, 1
76, 5.51504, 1.83466, 1
77, 5.30787, 1.83706, 1
78, 5.35488, 1.84112, 1
79, 5.31222, 1.84118, 1
80, 5.35757, 1.84208, 1
81, 5.50707, 1.83677, 1
82, 5.51274, 1.83501, 1
83, 5.34323, 1.8391, 1
84, 5.32698, 1.68346, 1
85, 5.36787, 1.84115, 1
86, 5.31616, 1.83456, 1
87, 5.5145, 1.83914, 1
88, 5.49597, 1.83706, 1
89, 5.35744, 1.8391, 1
90, 5.3313, 1.83728, 1
