Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.62157, 0, 1
3, 5.26304, 1.84544, 1
4, 5.38106, 1.70128, 1
5, 5.3976, 1.84934, 1
6, 5.06896, 1.84317, 1
7, 5.5337, 2.0415, 1
8, 5.43066, 1.84672, 1
9, 5.55296, 1.70368, 1
10, 5.45376, 1.8432, 1
11, 5.52976, 1.69773, 1
12, 5.4432, 1.8472, 1
13, 5.45862, 1.84854, 1
14, 5.49114, 1.8432, 1
15, 5.46448, 1.84336, 1
16, 5.50093, 1.84848, 1
17, 5.4503, 1.84294, 1
18, 5.51133, 1.8432, 1
19, 5.47082, 1.84506, 1
20, 5.47021, 1.84525, 1
21, 5.4873, 1.84115, 1
22, 5.49658, 1.84125, 1
23, 5.47741, 1.84115, 1
24, 5.4719, 1.8417, 1
25, 5.47846, 1.84438, 1
26, 5.47021, 1.8391, 1
27, 5.47254, 1.8432, 1
28, 5.46406, 1.8391, 1
29, 5.49683, 1.84115, 1
30, 5.49146, 1.83728, 1
31, 5.46778, 1.83798, 1
32, 5.47376, 1.83786, 1
33, 5.46749, 1.83798, 1
34, 5.53562, 1.84368, 1
35, 5.47226, 1.84067, 1
36, 5.47504, 1.8384, 1
37, 5.47094, 1.83754, 1
38, 5.3984, 1.83568, 1
39, 5.39232, 1.84115, 1
40, 5.59027, 1.84144, 1
41, 5.31456, 1.83581, 1
42, 5.36746, 1.84115, 1
43, 5.36582, 1.83562, 1
44, 5.53082, 1.83667, 1
45, 5.52666, 1.83645, 1
46, 5.54381, 1.83907, 1
47, 5.54787, 1.83616, 1
48, 5.52304, 1.8408, 1
49, 5.3777, 1.84358, 1
50, 5.3744, 1.84256, 1
51, 5.31757, 1.84026, 1
52, 5.3801, 1.84, 1
53, 5.38582, 1.83866, 1
54, 5.3247, 1.8369, 1
55, 5.2985, 1.84074, 1
56, 5.33914, 1.8391, 1
57, 5.3207, 1.83616, 1
58, 5.37034, 1.8391, 1
59, 5.35411, 1.84026, 1
60, 5.35427, 1.8369, 1
61, 5.532, 1.83677, 1
62, 5.52608, 1.83501, 1
63, 5.52922, 1.83706, 1
64, 5.52464, 1.8432, 1
65, 5.53165, 1.84115, 1
66, 5.37264, 1.68461, 1
67, 5.31942, 1.83523, 1
68, 5.5337, 1.83997, 1
69, 5.38061, 1.83482, 1
70, 5.52013, 1.83706, 1
71, 5.31418, 1.8392, 1
72, 5.37946, 1.83997, 1
73, 5.51936, 1.83747, 1
74, 5.29475, 1.83786, 1
75, 5.3248, 1.84045, 1
76, 5.54189, 1.83904, 1
77, 5.53638, 1.83686, 1
78, 5.55827, 1.83706, 1
79, 5.30058, 1.8432, 1
80, 5.52736, 1.84486, 1
81, 5.36381, 1.83958, 1
82, 5.28861, 1.68384, 1
83, 5.32157, 1.83968, 1
84, 5.3529, 1.8391, 1
85, 5.36131, 1.83782, 1
86, 5.30938, 1.83706, 1
87, 5.32275, 1.83933, 1
88, 5.33293, 1.83952, 1
89, 5.35827, 1.83699, 1
90, 5.31251, 1.8391, 1
