Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.57261, 0, 1
3, 5.23648, 1.8473, 1
4, 5.40118, 1.69696, 1
5, 5.376, 1.84499, 1
6, 5.2224, 1.84925, 1
7, 5.52746, 2.04186, 1
8, 5.43334, 1.84525, 1
9, 5.44768, 1.84941, 1
10, 5.44784, 1.8432, 1
11, 5.44973, 1.8473, 1
12, 5.4625, 1.84323, 1
13, 5.46083, 1.84221, 1
14, 5.48454, 1.84384, 1
15, 5.48714, 1.8432, 1
16, 5.45949, 1.84115, 1
17, 5.4784, 1.84115, 1
18, 5.48592, 1.84115, 1
19, 5.50266, 1.84326, 1
20, 5.50093, 1.84182, 1
21, 5.44563, 1.83962, 1
22, 5.46406, 1.84064, 1
23, 5.47622, 1.8391, 1
24, 5.48454, 1.8391, 1
25, 5.49658, 1.84061, 1
26, 5.49469, 1.84483, 1
27, 5.47952, 1.84, 1
28, 5.49235, 1.8416, 1
29, 5.46048, 1.84496, 1
30, 5.47046, 1.83706, 1
31, 5.49888, 1.83405, 1
32, 5.45382, 1.8391, 1
33, 5.45149, 1.83683, 1
34, 5.48858, 1.84227, 1
35, 5.48467, 1.8424, 1
36, 5.47792, 1.83904, 1
37, 5.46202, 1.83712, 1
38, 5.38624, 1.84106, 1
39, 5.57037, 1.8391, 1
40, 5.56544, 1.83856, 1
41, 5.32256, 1.83872, 1
42, 5.36166, 1.83914, 1
43, 5.29802, 1.8392, 1
44, 5.40262, 1.83488, 1
45, 5.35757, 1.83706, 1
46, 5.37142, 1.6841, 1
47, 5.55213, 1.83712, 1
48, 5.53779, 1.83907, 1
49, 5.54394, 1.68669, 1
50, 5.38013, 1.83734, 1
51, 5.37395, 1.83802, 1
52, 5.34624, 1.8367, 1
53, 5.52944, 1.83782, 1
54, 5.35398, 1.83757, 1
55, 5.37926, 1.68563, 1
56, 5.52346, 1.83546, 1
57, 5.37875, 1.83744, 1
58, 5.52499, 1.83674, 1
59, 5.31933, 1.8353, 1
60, 5.36166, 1.83882, 1
61, 5.33744, 1.83501, 1
62, 5.27667, 1.83501, 1
63, 5.29158, 1.8424, 1
64, 5.2975, 1.84192, 1
65, 5.33299, 1.8385, 1
66, 5.52093, 1.83568, 1
67, 5.5296, 1.8391, 1
68, 5.36525, 1.84006, 1
69, 5.51731, 1.84022, 1
70, 5.35754, 1.83542, 1
71, 5.36573, 1.84189, 1
72, 5.34829, 1.83664, 1
73, 5.36166, 1.83834, 1
74, 5.32218, 1.68682, 1
75, 5.55347, 1.83741, 1
76, 5.53206, 1.83914, 1
77, 5.54403, 1.83792, 1
78, 5.53677, 1.83968, 1
79, 5.5399, 1.84026, 1
80, 5.51526, 1.83766, 1
81, 5.38323, 1.83747, 1
82, 5.37773, 1.84138, 1
83, 5.5399, 1.83757, 1
84, 5.3887, 1.83706, 1
85, 5.3648, 1.83818, 1
86, 5.37395, 1.83654, 1
87, 5.37274, 1.83907, 1
88, 5.51949, 1.83706, 1
89, 5.52928, 1.84035, 1
90, 5.30762, 1.83501, 1
