Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_No_Surfels_-_64_Rays_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 5.59923, 0, 1
3, 5.26061, 1.8448, 1
4, 5.3336, 1.69574, 1
5, 5.00666, 1.84509, 1
6, 4.93539, 1.6896, 1
7, 5.3047, 1.6903, 1
8, 5.44029, 2.04614, 1
9, 5.49274, 1.69821, 1
10, 5.44554, 1.84605, 1
11, 5.4943, 1.84634, 1
12, 5.48438, 1.84883, 1
13, 5.46634, 1.84746, 1
14, 5.45776, 1.84278, 1
15, 5.50608, 1.84512, 1
16, 5.46342, 1.84496, 1
17, 5.4743, 1.84115, 1
18, 5.4865, 1.8391, 1
19, 5.53043, 1.84435, 1
20, 5.46611, 1.84272, 1
21, 5.48227, 1.83978, 1
22, 5.46013, 1.8391, 1
23, 5.50093, 1.8448, 1
24, 5.45178, 1.8424, 1
25, 5.46794, 1.84243, 1
26, 5.52566, 1.8432, 1
27, 5.47635, 1.8431, 1
28, 5.48125, 1.8384, 1
29, 5.48768, 1.8432, 1
30, 5.48499, 1.84115, 1
31, 5.46403, 1.8391, 1
32, 5.46157, 1.83536, 1
33, 5.48317, 1.83882, 1
34, 5.51354, 1.84429, 1
35, 5.4825, 1.84064, 1
36, 5.52704, 1.8391, 1
37, 5.49712, 1.83501, 1
38, 5.40624, 1.83629, 1
39, 5.56195, 1.83706, 1
40, 5.376, 1.83715, 1
41, 5.31661, 1.83853, 1
42, 5.53341, 1.8425, 1
43, 5.30842, 1.83376, 1
44, 5.37722, 1.83885, 1
45, 5.5192, 1.83811, 1
46, 5.35565, 1.8391, 1
47, 5.54598, 1.83974, 1
48, 5.31456, 1.8391, 1
49, 5.53715, 1.84109, 1
50, 5.35347, 1.84042, 1
51, 5.55066, 1.83818, 1
52, 5.3289, 1.83965, 1
53, 5.52525, 1.84115, 1
54, 5.52832, 1.83648, 1
55, 5.54189, 1.83939, 1
56, 5.55674, 1.83645, 1
57, 5.37837, 1.83798, 1
58, 5.34531, 1.83501, 1
59, 5.54106, 1.83725, 1
60, 5.33914, 1.83674, 1
61, 5.52826, 1.83706, 1
62, 5.3175, 1.83712, 1
63, 5.51526, 1.83776, 1
64, 5.38691, 1.84022, 1
65, 5.30832, 1.83757, 1
66, 5.36387, 1.8391, 1
67, 5.53462, 1.83501, 1
68, 5.3207, 1.8391, 1
69, 5.52477, 1.8408, 1
70, 5.3801, 1.83706, 1
71, 5.35408, 1.83776, 1
72, 5.54006, 1.8351, 1
73, 5.31866, 1.8391, 1
74, 5.39478, 1.83862, 1
75, 5.52781, 1.83651, 1
76, 5.50928, 1.83568, 1
77, 5.51405, 1.83632, 1
78, 5.55613, 1.83706, 1
79, 5.53152, 1.84166, 1
80, 5.31155, 1.8391, 1
81, 5.52704, 1.83706, 1
82, 5.50541, 1.83718, 1
83, 5.51322, 1.83661, 1
84, 5.49523, 1.83661, 1
85, 5.32019, 1.83501, 1
86, 5.35542, 1.83706, 1
87, 5.30378, 1.83706, 1
88, 5.28998, 1.83501, 1
89, 5.29613, 1.8449, 1
90, 5.30208, 1.8391, 1
