Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.46269, 0, 1
3, 0.79024, 1.84669, 1
4, 0.694912, 1.8535, 1
5, 0.69296, 2.08093, 1
6, 0.692192, 2.05523, 1
7, 0.692224, 2.05011, 1
8, 0.690848, 2.04819, 1
9, 0.690112, 2.04698, 1
10, 0.693504, 2.04906, 1
11, 0.691552, 2.07872, 1
12, 0.690176, 2.06029, 1
13, 0.692576, 2.048, 1
14, 0.692384, 2.05722, 1
15, 0.692192, 2.05091, 1
16, 0.69344, 2.05613, 1
17, 0.690176, 2.0521, 1
18, 0.691904, 2.07258, 1
19, 0.692352, 2.06115, 1
20, 0.690368, 2.05658, 1
21, 0.690624, 2.04339, 1
22, 0.689088, 2.05021, 1
23, 0.692224, 2.05136, 1
24, 0.691968, 2.07062, 1
25, 0.690848, 2.04771, 1
26, 0.692736, 2.05597, 1
27, 0.69024, 2.048, 1
28, 0.69232, 2.05062, 1
29, 0.691616, 2.05002, 1
30, 0.6928, 2.06877, 1
31, 0.694304, 2.04627, 1
32, 0.694016, 2.04608, 1
33, 0.69664, 2.04586, 1
34, 0.704512, 2.05824, 1
35, 0.702464, 2.0496, 1
36, 0.694272, 2.0711, 1
37, 0.69312, 2.04435, 1
38, 0.691328, 2.0439, 1
39, 0.692224, 2.04486, 1
40, 0.690464, 2.04579, 1
41, 0.692608, 2.05005, 1
42, 0.69296, 2.06643, 1
43, 0.691104, 2.04826, 1
44, 0.691392, 2.04803, 1
45, 0.691936, 2.0513, 1
46, 0.693664, 2.048, 1
47, 0.692224, 2.0448, 1
48, 0.692224, 2.06758, 1
49, 0.692768, 2.05402, 1
50, 0.692224, 2.04595, 1
51, 0.696096, 2.04275, 1
52, 0.694272, 2.0479, 1
53, 0.69488, 1.94541, 1
54, 0.692864, 1.92202, 1
55, 0.696928, 1.92179, 1
56, 0.69312, 1.88688, 1
57, 0.694464, 1.88502, 1
58, 0.694368, 1.88051, 1
59, 0.694272, 1.8967, 1
60, 0.694336, 1.88794, 1
61, 0.694112, 1.88589, 1
62, 0.694272, 1.8913, 1
63, 0.695744, 1.89104, 1
64, 0.69632, 1.88998, 1
65, 0.693728, 1.88582, 1
66, 0.690432, 1.88214, 1
67, 0.6928, 1.88512, 1
68, 0.695072, 1.88432, 1
69, 0.693056, 1.88381, 1
70, 0.692928, 1.88058, 1
71, 0.694592, 1.88067, 1
72, 0.6944, 1.88394, 1
73, 0.694016, 1.88234, 1
74, 0.695456, 1.88557, 1
75, 0.69392, 1.88442, 1
76, 0.694272, 1.8865, 1
77, 0.69104, 1.88416, 1
78, 0.694496, 1.87978, 1
79, 0.692672, 1.88826, 1
80, 0.694432, 1.88771, 1
81, 0.693984, 1.88416, 1
82, 0.694656, 1.88621, 1
83, 0.694048, 1.88294, 1
84, 0.69312, 1.88211, 1
85, 0.691168, 1.8856, 1
86, 0.694272, 1.88614, 1
87, 0.694272, 1.88662, 1
88, 0.692128, 1.88682, 1
89, 0.693632, 1.88416, 1
90, 0.692224, 1.88762, 1
