Frame Nr., Compute, Primary Ray Trace, Cornell_Box_(9261_Probes)_-_Full_GI_-_64_Surfels_Per_Probe
0, 0, 0, 1
1, 0, 0, 1
2, 1.25645, 0, 1
3, 0.790528, 1.69549, 1
4, 0.697696, 1.84877, 1
5, 0.700288, 1.85011, 1
6, 0.708608, 2.05232, 1
7, 0.692928, 2.05699, 1
8, 0.692224, 2.04755, 1
9, 0.692224, 2.05376, 1
10, 0.692128, 2.06848, 1
11, 0.693248, 2.04778, 1
12, 0.691168, 2.04867, 1
13, 0.690368, 2.05197, 1
14, 0.690496, 2.05277, 1
15, 0.69376, 2.05005, 1
16, 0.6912, 2.06848, 1
17, 0.69632, 2.048, 1
18, 0.697696, 2.05005, 1
19, 0.696608, 2.05501, 1
20, 0.700448, 2.05046, 1
21, 0.696896, 2.04736, 1
22, 0.700416, 2.07123, 1
23, 0.697344, 2.048, 1
24, 0.699168, 2.04931, 1
25, 0.695904, 2.04714, 1
26, 0.70016, 2.05277, 1
27, 0.69632, 2.05206, 1
28, 0.698592, 2.07376, 1
29, 0.696672, 2.05178, 1
30, 0.698368, 2.05338, 1
31, 0.697376, 2.0423, 1
32, 0.696288, 2.04906, 1
33, 0.701696, 2.04576, 1
34, 0.703072, 2.07341, 1
35, 0.700736, 2.05469, 1
36, 0.702752, 2.05251, 1
37, 0.700544, 2.0521, 1
38, 0.700416, 2.0521, 1
39, 0.698848, 2.048, 1
40, 0.694272, 2.06438, 1
41, 0.692992, 2.04771, 1
42, 0.692288, 2.0471, 1
43, 0.692224, 2.04509, 1
44, 0.692096, 2.048, 1
45, 0.690592, 2.0439, 1
46, 0.693888, 2.06643, 1
47, 0.692224, 2.04445, 1
48, 0.692256, 2.0439, 1
49, 0.692448, 2.05005, 1
50, 0.692448, 2.04672, 1
51, 0.692832, 2.05018, 1
52, 0.694272, 2.06285, 1
53, 0.693088, 2.04678, 1
54, 0.692224, 2.04502, 1
55, 0.692256, 2.03923, 1
56, 0.692608, 2.04595, 1
57, 0.692224, 2.04285, 1
58, 0.693056, 1.83261, 1
59, 0.694432, 2.05837, 1
60, 0.696032, 1.93168, 1
61, 0.693504, 1.92202, 1
62, 0.692352, 1.91926, 1
63, 0.693824, 1.89306, 1
64, 0.692544, 1.89251, 1
65, 0.692224, 1.88726, 1
66, 0.692224, 1.88688, 1
67, 0.694272, 1.88467, 1
68, 0.692224, 1.88256, 1
69, 0.69216, 1.88899, 1
70, 0.69424, 1.88621, 1
71, 0.694144, 1.88154, 1
72, 0.692736, 1.87818, 1
73, 0.692224, 1.88419, 1
74, 0.694208, 1.88205, 1
75, 0.695328, 1.88195, 1
76, 0.693856, 1.88032, 1
77, 0.694272, 1.88794, 1
78, 0.696128, 1.88566, 1
79, 0.69632, 1.89981, 1
80, 0.695136, 1.89021, 1
81, 0.694272, 1.88589, 1
82, 0.695392, 1.88666, 1
83, 0.694368, 1.89216, 1
84, 0.695648, 1.88573, 1
85, 0.694272, 1.88413, 1
86, 0.693696, 1.88291, 1
87, 0.69632, 1.88416, 1
88, 0.694848, 1.83677, 1
89, 0.696768, 1.89645, 1
90, 0.69456, 1.88691, 1
